"area","rmse_5y_gt4_pp","rmse_10y_gt4_pp","rmse_5y5y_vs_gaussian_pp","rmse_5y5y_vs_hrr_proxy_pp","mean_5y5y_ngmmr_pct","mean_5y5y_gaussian_pct","mean_5y5y_hrr_proxy_pct"
"US",0.31794290438264,0.421807808849627,7.53486894921554,19.7363708488504,23.4426638527782,28.4914825407616,5.70276760710819
"EZ",0.517755511648981,0.870135265405536,9.71219099581369,11.1654029000513,16.2385255613288,24.9264087409234,6.44450302395379
