"month","objective_ngmmr_24","objective_hrr_24","rmse24_hrr_pp","rmse24_ngmmr_pp","rmse5_hrr_pp","rmse5_ngmmr_pp","rmse10_hrr_pp","rmse10_ngmmr_pp","rmse_fwd_hrr_pp","rmse_fwd_ngmmr_pp","qtail0_5y_target","qtail0_5y_hrr","qtail0_5y_ngmmr","qtail4_5y_target","qtail4_5y_hrr","qtail4_5y_ngmmr","qtail0_10y_target","qtail0_10y_hrr","qtail0_10y_ngmmr","qtail4_10y_target","qtail4_10y_hrr","qtail4_10y_ngmmr","qtail0_5y5y_target","qtail0_5y5y_hrr","qtail0_5y5y_ngmmr","qtail4_5y5y_target","qtail4_5y5y_hrr","qtail4_5y5y_ngmmr","qtail4_5y5y_lower_bound","qtail4_5y5y_upper_bound","qtail4_5y5y_bound_violation_hrr","qtail4_5y5y_bound_violation_ngmmr","lr_mean_target_pct","lr_mean_weight","lr_mean_hrr_pct","lr_mean_ngmmr_pct","lr_mean_penalty_ngmmr","lr_prob_state1_ngmmr","lr_prob_state8_ngmmr","lr_extreme_cap","lr_extreme_weight","lr_extreme_penalty_ngmmr","persistence_cap","persistence_weight","q11_ngmmr","q88_ngmmr","persistence_penalty_ngmmr","theta_shrink_weight","theta_shrink_penalty_ngmmr","fwd_proxy_weight","fwd_bounds_weight","tail_bin_weight","fwd_bin_weight","fwd_tail_bin_weight","tail_moment_weight","tail_weight_side","valid_A","label","date"
11,0.00272159228382696,0.00583487372243977,4.48954554156994,3.37943921477887,3.04557795813156,2.42108335511036,5.57872604557234,2.78841002359445,4.47999197754722,4.54147037280672,0.0534372837029057,0.04206562579467,0.0389095623248846,0.0968026891287207,0.0697622142294763,0.0800474298085973,0.0567413064038418,0.0148387219691888,0.0385807410484736,0.113912984319272,0.059528841202626,0.116722008728327,0.069049800142379,0.131732622127396,0.0840625766695264,0.104853212872081,0.132873407350026,0.187092954657366,NA,NA,NA,NA,2.5,10,1.99658097271842,2.52554709862198,6.52654248001122e-07,0.05746275765821,0.0838011362153281,0.2,5,0,0.85,0,0.593473080445989,0.535399478774337,0,0.05,0.00144723700975649,0,0,2,0,0,2,"high",TRUE,"2011-11","2011-11-01"
12,0.00350120658399819,0.00936780692004234,4.50319292385762,4.05274261995695,2.79293034911483,3.12776769643721,4.65455224312121,2.94355370240771,5.60097518379546,5.55218236993457,0.0710725955839657,0.0451625437287228,0.0423128161526501,0.141988215703617,0.0985234682334073,0.134296614772997,0.0667183105149306,0.016676353734927,0.0412721333865496,0.161584700834917,0.086128240584525,0.164239042674473,0.0752743476620267,0.135752898047426,0.0977321145707636,0.14168493027418,0.175187000756862,0.228056316673651,NA,NA,NA,NA,2.5,10,2.15449233530683,2.32147756262224,3.18702606472976e-05,0.0595644721450128,0.140499542935472,0.2,5,0,0.85,0,0.579660011746683,0.662216895051683,0,0.05,0.00205071460327769,0,0,2,0,0,2,"high",TRUE,"2011-12","2011-12-01"
13,0.00341669009018161,0.00883352920051736,4.69247835387804,4.3219262920552,2.33856625867501,2.89829799158727,4.69398048711362,2.65726325460121,6.20932478980004,6.3699263237169,0.0668280969236945,0.048193581872935,0.0460107627503138,0.13962704123588,0.0951096696144113,0.139261959428251,0.0655611112550222,0.0181547737875736,0.0329781493758413,0.154789188013373,0.0827248538163552,0.158134007313711,0.0794509146293729,0.141471822140666,0.0935029268395807,0.137144490293743,0.170729949387677,0.212552031020627,NA,NA,NA,NA,2.5,10,2.11436977540612,2.25476981810531,6.01378421121042e-05,0.0523383271404483,0.150231177389356,0.2,5,0,0.85,0,0.382585130324134,0.734480779956377,0,0.05,0.00234603062864419,0,0,2,0,0,2,"high",TRUE,"2012-01","2012-01-01"
14,0.00397875945444499,0.0143181787912037,5.34919058413888,5.45687842303596,2.38485942291201,3.01975936686152,4.58429510536719,2.95424089018623,7.69013677616817,8.45494414531463,0.065460457312122,0.0405485385320149,0.0411822268573139,0.162688636434131,0.104069952925404,0.158325063646974,0.0549993675804952,0.0166810636025116,0.0349158102755345,0.193429814843441,0.0982048780311583,0.196741788597393,0.0823436276913565,0.131929035054726,0.103267694357808,0.151043714068768,0.185693763150377,0.258909437641553,NA,NA,NA,NA,2.5,10,2.18717034809416,2.42982989552599,4.92384356189353e-06,0.0641464301713546,0.183191354601605,0.2,5,0,0.85,0,0.296251101189023,0.715665148871165,0,0.05,0.00275866833292791,0,0,2,0,0,2,"high",TRUE,"2012-02","2012-02-01"
15,0.00336212284799114,0.00946590245262878,4.95700995735834,4.75286926147187,2.54617497436765,3.04927840687085,4.53593708651838,2.56098149535337,6.8306742638703,7.2050380726115,0.0694861252710472,0.0502513362445235,0.0473467721510428,0.139603408594105,0.0931805935343669,0.139928279814988,0.0599230311805945,0.0191400309035339,0.0343007541150737,0.155704525983647,0.0807063453916154,0.157742033697214,0.0820441328801352,0.145156780740142,0.093190760061654,0.134520884404917,0.168154822522736,0.210273869655603,NA,NA,NA,NA,2.5,10,2.09010485940059,2.32228069430014,3.15841516184402e-05,0.0530230763531382,0.159012631552492,0.2,5,0,0.85,0,0.482882097762898,0.751461556047549,0,0.05,0.00228856773196946,0,0,2,0,0,2,"high",TRUE,"2012-03","2012-03-01"
16,0.00317325741015977,0.0102286612860769,5.00567650728065,4.56063110305979,2.45971907250648,2.74422678226985,4.86798455342249,2.59721366250103,6.73965135289741,6.93698556531437,0.0498814353184025,0.047102623683427,0.032771161590769,0.128291595487348,0.0903947423765538,0.121584363385945,0.0605749737092235,0.0177994793612031,0.0306448911331351,0.162377327558104,0.078880270570029,0.166552212554594,0.0790073230001891,0.140405716089603,0.0899879226899581,0.131483700551164,0.164366558565153,0.223761449815257,NA,NA,NA,NA,2.5,10,2.09027461297579,2.34317131887227,2.45952352242635e-05,0.0432580346605999,0.161031135877451,0.2,5,0,0.85,0,0.364804389852328,0.758543510656974,0,0.05,0.00211738864870678,0,0,2,0,0,2,"high",TRUE,"2012-04","2012-04-01"
17,0.00344013409766003,0.00870609513196653,4.7730191261395,4.75130029432116,1.66108572428737,3.09517594541894,4.62133659215246,3.15746253495817,6.65050201519267,6.94081260859884,0.0570142017855568,0.0515495031667132,0.0402515593167741,0.131679354555869,0.0987484495572942,0.126196740015558,0.0625694421858776,0.020012755364116,0.0302853636282099,0.164614552301414,0.0863528154715046,0.169571805744224,0.0850574715521399,0.147030922464528,0.0899929291653767,0.141555998631735,0.176366204865617,0.228383684108899,NA,NA,NA,NA,2.5,10,2.11467183499541,2.40375090264933,9.26388874081892e-06,0.0450554601222758,0.158555957567202,0.2,5,0,0.85,0,0.316236108256236,0.713388181874673,0,0.05,0.00210346140382495,0,0,2,0,0,2,"high",TRUE,"2012-05","2012-05-01"
18,0.00336753564239409,0.00292018482306628,4.78992311714407,4.80854711297812,2.27332527252106,3.83189557268235,3.95115145825594,3.88631680000837,6.93184569676016,6.29122357441069,0.106823255559567,0.107952213917289,0.0881155655431686,0.0867524143124605,0.110124622932705,0.0767381899198145,0.100271451686638,0.0494605508342238,0.0679369830885253,0.124292646307582,0.0892238476415062,0.129074510969482,0.137700262530616,0.21342443357044,0.155758406979577,0.152200555539926,0.196573689937522,0.175821231357506,NA,NA,NA,NA,2.5,10,1.96244450693867,2.51042405464562,1.08660915254817e-07,0.0755541255397706,0.18520195702707,0.2,5,0,0.85,0,0.340135792621674,0.789980158345902,0,0.05,0.00157453133966183,0,0,2,0,0,2,"high",TRUE,"2012-06","2012-06-01"
19,0.00302175381342883,0.0038521728913374,4.55261281748573,4.47323441057406,2.24540705003942,3.65569385739817,3.7269055173739,3.56006607156949,6.57625827062831,5.83020670841717,0.0949143303799853,0.0967733498716069,0.0792230470472719,0.0947845521888745,0.123109651416506,0.0866883294477786,0.0949000314916785,0.042655248803145,0.0851378609974757,0.14734040371092,0.102757291924827,0.15008502616556,0.127520704201616,0.198947321996279,0.189495497221557,0.168633603488925,0.213663840728484,0.20204768954992,NA,NA,NA,NA,2.5,10,2.08338607484061,2.52469027172834,6.09609518019218e-07,0.0855197000855341,0.198907857266628,0.2,5,0,0.85,0,0.405132883794953,0.775319481841168,0,0.05,0.00147690121244121,0,0,2,0,0,2,"high",TRUE,"2012-07","2012-07-01"
20,0.00397033444591061,0.00353796474013223,4.50649502109686,4.81362491226075,1.6684081786673,3.91829088407199,4.21682473601749,3.83624535352936,6.35297532031878,6.28037996646179,0.0707845555994077,0.0809070191938255,0.056751102587713,0.117188894265503,0.109730246448101,0.116322381850484,0.0700045235407704,0.034579728878352,0.0308179797964005,0.140480112345504,0.0925245610187644,0.143872888778875,0.115149002870548,0.184809839979206,0.102507915344733,0.152737353080292,0.193257705440829,0.193550496865906,NA,NA,NA,NA,2.5,10,2.04922877544573,2.25516902824669,5.99422047296684e-05,0.0578786665817341,0.135920836959767,0.2,5,0,0.85,0,0.353520247271823,0.71440753983324,0,0.05,0.00213326966524062,0,0,2,0,0,2,"high",TRUE,"2012-08","2012-08-01"
21,0.00346556771774078,0.00484982331440361,4.61822994652687,4.30564356341909,2.70536026255093,3.46489097473186,4.01944409280396,3.21256796625763,6.36468683845689,5.76971724446128,0.0551848625068624,0.0678493635815126,0.0393227597457447,0.12651765285758,0.123350942560748,0.109259220996305,0.0671031165643943,0.0281368284144846,0.0531700223765629,0.167538037713377,0.108599508527335,0.176387603638054,0.104337630861925,0.166540015610195,0.140037431748948,0.170646262812129,0.211194769949138,0.235155653665911,NA,NA,NA,NA,2.5,10,2.18343577438732,2.50536386200574,2.87710156166177e-08,0.0653675928749836,0.184939189798456,0.2,5,0,0.85,0,0.400836022699908,0.728009947511619,0,0.05,0.00164995727454467,0,0,2,0,0,2,"high",TRUE,"2012-09","2012-09-01"
