"area","month","date","H","threshold","q_common_tail","q_forward_tail","wedge","max_qn_error","ez_converged"
"US",3,2011-03-01,10,4,0.440026996345657,0.4856116312797,0.0455846349340427,1.11022302462516e-16,TRUE
"US",3,2011-03-01,10,5,0.361639380943547,0.401974131959216,0.0403347510156695,1.11022302462516e-16,TRUE
"US",4,2011-04-01,6,4,0.543399568766133,0.555928506006153,0.0125289372400204,2.22044604925031e-16,TRUE
"US",4,2011-04-01,6,5,0.50022813035645,0.511432712124877,0.0112045817684278,2.22044604925031e-16,TRUE
"US",4,2011-04-01,7,4,0.554174265297168,0.565353117714204,0.0111788524170363,2.22044604925031e-16,TRUE
"US",4,2011-04-01,7,5,0.512585770967473,0.522308955833907,0.00972318486643453,2.22044604925031e-16,TRUE
"US",4,2011-04-01,8,4,0.547673661633253,0.559993792010108,0.0123201303768544,2.22044604925031e-16,TRUE
"US",4,2011-04-01,8,5,0.505314501737779,0.516223751674722,0.010909249936943,2.22044604925031e-16,TRUE
"US",4,2011-04-01,9,4,0.550038533252209,0.561956664712304,0.0119181314600958,2.22044604925031e-16,TRUE
"US",4,2011-04-01,9,5,0.508152489249354,0.518600165649581,0.0104476764002274,2.22044604925031e-16,TRUE
"US",4,2011-04-01,10,4,0.548244922775311,0.560537592702739,0.0122926699274279,2.22044604925031e-16,TRUE
"US",4,2011-04-01,10,5,0.506190629659246,0.517028893682108,0.0108382640228626,2.22044604925031e-16,TRUE
"US",5,2011-05-01,6,4,0.516006277513353,0.526625418673059,0.0106191411597062,1.11022302462516e-16,TRUE
"US",5,2011-05-01,6,5,0.475681837880167,0.485304954155908,0.00962311627574103,1.11022302462516e-16,TRUE
"US",5,2011-05-01,7,4,0.523469302302061,0.533491365638698,0.0100220633366376,1.11022302462516e-16,TRUE
"US",5,2011-05-01,7,5,0.484988433725188,0.493921565640904,0.00893313191571615,1.11022302462516e-16,TRUE
"US",5,2011-05-01,8,4,0.517383180689814,0.528105928072802,0.0107227473829882,1.11022302462516e-16,TRUE
"US",5,2011-05-01,8,5,0.47831952533604,0.487964134620399,0.00964460928435862,1.11022302462516e-16,TRUE
"US",5,2011-05-01,9,4,0.519256788783153,0.529796111271197,0.0105393224880445,1.11022302462516e-16,TRUE
"US",5,2011-05-01,9,5,0.480656558833229,0.490081237470456,0.00942467863722707,1.11022302462516e-16,TRUE
"US",5,2011-05-01,10,4,0.517751398031814,0.528504056859128,0.0107526588273139,1.11022302462516e-16,TRUE
"US",5,2011-05-01,10,5,0.479004800932707,0.488648529172745,0.00964372824003851,1.11022302462516e-16,TRUE
"US",6,2011-06-01,6,4,0.386233315550693,0.433263391629674,0.0470300760789811,5.55111512312578e-17,TRUE
"US",6,2011-06-01,6,5,0.299766152355368,0.340199157349687,0.0404330049943192,5.55111512312578e-17,TRUE
"US",6,2011-06-01,7,4,0.420204271371998,0.473961066512228,0.05375679514023,5.55111512312578e-17,TRUE
"US",6,2011-06-01,7,5,0.325749192255266,0.371834583548316,0.0460853912930498,5.55111512312578e-17,TRUE
"US",6,2011-06-01,8,4,0.440339570745662,0.499832471512812,0.0594929007671496,5.55111512312578e-17,TRUE
"US",6,2011-06-01,8,5,0.342007329336539,0.392576118035814,0.0505687886992757,5.55111512312578e-17,TRUE
"US",6,2011-06-01,9,4,0.457156580573461,0.520275483771434,0.0631189031979735,5.55111512312578e-17,TRUE
"US",6,2011-06-01,9,5,0.354862751567988,0.408432382386787,0.0535696308187996,5.55111512312578e-17,TRUE
"US",6,2011-06-01,10,4,0.467776251854808,0.533805760924729,0.0660295090699208,5.55111512312578e-17,TRUE
"US",6,2011-06-01,10,5,0.363267702079648,0.419122230830449,0.0558545287508007,5.55111512312578e-17,TRUE
"US",7,2011-07-01,6,4,0.397955614464166,0.44966060698195,0.0517049925177833,1.11022302462516e-16,TRUE
"US",7,2011-07-01,6,5,0.321499458870777,0.366883627632702,0.0453841687619243,1.11022302462516e-16,TRUE
"US",7,2011-07-01,7,4,0.438126750951697,0.497450883290074,0.0593241323383767,1.11022302462516e-16,TRUE
"US",7,2011-07-01,7,5,0.353617403810827,0.405451232275457,0.0518338284646299,1.11022302462516e-16,TRUE
"US",7,2011-07-01,8,4,0.462805376741564,0.528479140813828,0.0656737640722648,1.11022302462516e-16,TRUE
"US",7,2011-07-01,8,5,0.373713443322014,0.430669706509907,0.056956263187893,1.11022302462516e-16,TRUE
"US",7,2011-07-01,9,4,0.482987644983092,0.552557746452886,0.0695701014697943,1.11022302462516e-16,TRUE
"US",7,2011-07-01,9,5,0.38968429563642,0.449897377695883,0.0602130820594634,1.11022302462516e-16,TRUE
"US",7,2011-07-01,10,4,0.496028124616998,0.568620276042115,0.0725921514251167,1.11022302462516e-16,TRUE
"US",7,2011-07-01,10,5,0.400122359786655,0.462780657627049,0.0626582978403946,1.11022302462516e-16,TRUE
"US",8,2011-08-01,6,4,0.377115072303512,0.416347805454513,0.0392327331510018,1.11022302462516e-16,TRUE
"US",8,2011-08-01,6,5,0.2845084298621,0.318787715233651,0.034279285371551,1.11022302462516e-16,TRUE
"US",8,2011-08-01,7,4,0.400003656702694,0.446719911816837,0.0467162551141433,1.11022302462516e-16,TRUE
"US",8,2011-08-01,7,5,0.300145593253592,0.340349937332734,0.0402043440791426,1.11022302462516e-16,TRUE
"US",8,2011-08-01,8,4,0.415798863249893,0.468472231501325,0.052673368251432,1.11022302462516e-16,TRUE
"US",8,2011-08-01,8,5,0.311167574948724,0.356092636306047,0.0449250613573233,1.11022302462516e-16,TRUE
"US",8,2011-08-01,9,4,0.427292382088358,0.484661559633764,0.0573691775454052,1.11022302462516e-16,TRUE
"US",8,2011-08-01,9,5,0.319525117708574,0.36817148113325,0.0486463634246755,1.11022302462516e-16,TRUE
"US",8,2011-08-01,10,4,0.436001514755925,0.497048523256718,0.061047008500793,1.11022302462516e-16,TRUE
"US",8,2011-08-01,10,5,0.326087474078926,0.377646099784952,0.0515586257060264,1.11022302462516e-16,TRUE
"US",9,2011-09-01,6,4,0.37341361974959,0.422426227175659,0.0490126074260682,1.11022302462516e-16,TRUE
"US",9,2011-09-01,6,5,0.308374647829339,0.350777244072915,0.0424025962435755,1.11022302462516e-16,TRUE
"US",9,2011-09-01,7,4,0.414549220089749,0.470591875336573,0.0560426552468239,1.11022302462516e-16,TRUE
"US",9,2011-09-01,7,5,0.340860264449524,0.388952405553356,0.0480921411038324,1.11022302462516e-16,TRUE
"US",9,2011-09-01,8,4,0.437500188690718,0.499420603892514,0.0619204152017955,1.11022302462516e-16,TRUE
"US",9,2011-09-01,8,5,0.358489692830429,0.411191989452213,0.0527022966217844,1.11022302462516e-16,TRUE
"US",9,2011-09-01,9,4,0.4558961281544,0.521080827961943,0.0651846998075422,1.11022302462516e-16,TRUE
"US",9,2011-09-01,9,5,0.372540742835229,0.427830352894658,0.055289610059429,1.11022302462516e-16,TRUE
"US",9,2011-09-01,10,4,0.466270904982538,0.534039978849793,0.0677690738672548,1.11022302462516e-16,TRUE
"US",9,2011-09-01,10,5,0.38027499885981,0.437585274808136,0.0573102759483254,1.11022302462516e-16,TRUE
"US",10,2011-10-01,6,4,0.484526697914522,0.497361032490883,0.0128343345763614,1.11022302462516e-16,TRUE
"US",10,2011-10-01,6,5,0.460708253439948,0.472529427104509,0.0118211736645613,1.11022302462516e-16,TRUE
"US",10,2011-10-01,7,4,0.501757381448401,0.512993975399015,0.0112365939506145,1.11022302462516e-16,TRUE
"US",10,2011-10-01,7,5,0.477742171442677,0.487922804164688,0.0101806327220107,1.11022302462516e-16,TRUE
"US",10,2011-10-01,8,4,0.501913095352718,0.513936849044092,0.0120237536913747,1.11022302462516e-16,TRUE
"US",10,2011-10-01,8,5,0.477267428494528,0.488259841146923,0.010992412652394,1.11022302462516e-16,TRUE
"US",10,2011-10-01,9,4,0.506267506733559,0.517721975005965,0.0114544682724055,1.11022302462516e-16,TRUE
"US",10,2011-10-01,9,5,0.481560363154552,0.491970233956601,0.010409870802049,1.11022302462516e-16,TRUE
"US",10,2011-10-01,10,4,0.506423792152864,0.51808436725023,0.0116605750973657,1.11022302462516e-16,TRUE
"US",10,2011-10-01,10,5,0.481557326727474,0.492185802069748,0.010628475342274,1.11022302462516e-16,TRUE
"US",11,2011-11-01,6,4,0.361550142255721,0.400045407629584,0.0384952653738623,1.11022302462516e-16,TRUE
"US",11,2011-11-01,6,5,0.267855264537349,0.298217090440507,0.0303618259031576,1.11022302462516e-16,TRUE
"US",11,2011-11-01,7,4,0.394872721984116,0.437663701698865,0.042790979714749,1.11022302462516e-16,TRUE
"US",11,2011-11-01,7,5,0.290584516906881,0.32395995529181,0.0333754383849287,1.11022302462516e-16,TRUE
"US",11,2011-11-01,8,4,0.410205415483867,0.456890770885153,0.0466853554012853,1.11022302462516e-16,TRUE
"US",11,2011-11-01,8,5,0.30034356237386,0.336245357518865,0.0359017951450052,1.11022302462516e-16,TRUE
"US",11,2011-11-01,9,4,0.423536025905401,0.471919504559131,0.0483834786537305,1.11022302462516e-16,TRUE
"US",11,2011-11-01,9,5,0.308889036813563,0.345896393867262,0.0370073570536986,1.11022302462516e-16,TRUE
"US",11,2011-11-01,10,4,0.429469390573312,0.479385249609604,0.0499158590362916,1.11022302462516e-16,TRUE
"US",11,2011-11-01,10,5,0.312376642488503,0.350346933149973,0.0379702906614698,1.11022302462516e-16,TRUE
"US",12,2011-12-01,6,4,0.337699328946868,0.361977290267326,0.024277961320458,1.11022302462516e-16,TRUE
"US",12,2011-12-01,6,5,0.261657300195638,0.282443235614847,0.0207859354192094,1.11022302462516e-16,TRUE
"US",12,2011-12-01,7,4,0.356384860655461,0.384645493646212,0.0282606329907503,1.11022302462516e-16,TRUE
"US",12,2011-12-01,7,5,0.276062858736052,0.300123872324909,0.0240610135888564,1.11022302462516e-16,TRUE
"US",12,2011-12-01,8,4,0.369809705264521,0.401352815626965,0.0315431103624442,1.11022302462516e-16,TRUE
"US",12,2011-12-01,8,5,0.286313976292022,0.313070403663604,0.0267564273715826,1.11022302462516e-16,TRUE
"US",12,2011-12-01,9,4,0.37956822829316,0.41380541462238,0.03423718632922,1.11022302462516e-16,TRUE
"US",12,2011-12-01,9,5,0.293747672425175,0.322715959915509,0.028968287490334,1.11022302462516e-16,TRUE
"US",12,2011-12-01,10,4,0.386748873485862,0.42319380089178,0.0364449274059186,1.11022302462516e-16,TRUE
"US",12,2011-12-01,10,5,0.299226104956701,0.330007419578883,0.0307813146221813,1.11022302462516e-16,TRUE
"US",13,2012-01-01,6,4,0.332290392204613,0.354449169775301,0.0221587775706883,1.11022302462516e-16,TRUE
"US",13,2012-01-01,6,5,0.243787133943473,0.262103341418761,0.0183162074752884,1.11022302462516e-16,TRUE
"US",13,2012-01-01,7,4,0.35036749278666,0.375908946109418,0.0255414533227585,1.11022302462516e-16,TRUE
"US",13,2012-01-01,7,5,0.255872106960652,0.276808754919249,0.020936647958597,1.11022302462516e-16,TRUE
"US",13,2012-01-01,8,4,0.363021043902996,0.391242652375199,0.0282216084722036,1.11022302462516e-16,TRUE
"US",13,2012-01-01,8,5,0.264387590949276,0.287399301827549,0.0230117108782731,1.11022302462516e-16,TRUE
"US",13,2012-01-01,9,4,0.371989354817852,0.402315634556064,0.0303262797382118,1.11022302462516e-16,TRUE
"US",13,2012-01-01,9,5,0.270527394699133,0.295168764428766,0.0246413697296325,1.11022302462516e-16,TRUE
"US",13,2012-01-01,10,4,0.378421367355752,0.410390444459388,0.0319690771036364,1.11022302462516e-16,TRUE
"US",13,2012-01-01,10,5,0.275018380839151,0.300931561855797,0.0259131810166454,1.11022302462516e-16,TRUE
"US",14,2012-02-01,6,4,0.340508855983386,0.368293346666214,0.0277844906828281,2.22044604925031e-16,TRUE
"US",14,2012-02-01,6,5,0.249510338736994,0.272831350371704,0.02332101163471,2.22044604925031e-16,TRUE
"US",14,2012-02-01,7,4,0.364562639518214,0.397642128916973,0.0330794893987587,2.22044604925031e-16,TRUE
"US",14,2012-02-01,7,5,0.266191863850457,0.29364417494731,0.027452311096853,2.22044604925031e-16,TRUE
"US",14,2012-02-01,8,4,0.382454202965324,0.420007916245067,0.0375537132797427,2.22044604925031e-16,TRUE
"US",14,2012-02-01,8,5,0.27849412437014,0.309434426791056,0.0309403024209159,2.22044604925031e-16,TRUE
"US",14,2012-02-01,9,4,0.395931522050552,0.437242073666285,0.0413105516157327,2.22044604925031e-16,TRUE
"US",14,2012-02-01,9,5,0.287800079859504,0.321674097528036,0.033874017668532,2.22044604925031e-16,TRUE
"US",14,2012-02-01,10,4,0.406221762494336,0.45067668139535,0.0444549189010142,2.22044604925031e-16,TRUE
"US",14,2012-02-01,10,5,0.294987854882399,0.331322459480939,0.0363346045985404,2.22044604925031e-16,TRUE
"US",15,2012-03-01,6,4,0.364977840788684,0.389809685632608,0.0248318448439246,2.22044604925031e-16,TRUE
"US",15,2012-03-01,6,5,0.280287096273992,0.301607267466701,0.0213201711927096,2.22044604925031e-16,TRUE
"US",15,2012-03-01,7,4,0.384978258441856,0.413585323406179,0.0286070649643234,2.22044604925031e-16,TRUE
"US",15,2012-03-01,7,5,0.295766298481845,0.32018806777105,0.0244217692892052,2.22044604925031e-16,TRUE
"US",15,2012-03-01,8,4,0.399303810582253,0.430919871253177,0.031616060670924,2.22044604925031e-16,TRUE
"US",15,2012-03-01,8,5,0.306750754184686,0.333638569503808,0.0268878153191219,2.22044604925031e-16,TRUE
"US",15,2012-03-01,9,4,0.409656305730798,0.443658541186184,0.034002235455386,2.22044604925031e-16,TRUE
"US",15,2012-03-01,9,5,0.314662940580726,0.343504703506932,0.0288417629262063,2.22044604925031e-16,TRUE
"US",15,2012-03-01,10,4,0.417207586992498,0.453099301597097,0.0358917146045995,2.22044604925031e-16,TRUE
"US",15,2012-03-01,10,5,0.320433780259612,0.350822723043719,0.0303889427841076,2.22044604925031e-16,TRUE
"US",16,2012-04-01,6,4,0.366292090999918,0.391146183187551,0.0248540921876326,1.11022302462516e-16,TRUE
"US",16,2012-04-01,6,5,0.276321623763483,0.297436335757333,0.0211147119938495,1.11022302462516e-16,TRUE
"US",16,2012-04-01,7,4,0.386634065263515,0.415205295114281,0.028571229850766,1.11022302462516e-16,TRUE
"US",16,2012-04-01,7,5,0.291208459439224,0.315308667141201,0.0241002077019772,1.11022302462516e-16,TRUE
"US",16,2012-04-01,8,4,0.401050448016128,0.432547222566405,0.0314967745502768,1.11022302462516e-16,TRUE
"US",16,2012-04-01,8,5,0.301675716441322,0.328123672050011,0.0264479556086891,1.11022302462516e-16,TRUE
"US",16,2012-04-01,9,4,0.411359738611214,0.445146424393694,0.0337866857824797,1.11022302462516e-16,TRUE
"US",16,2012-04-01,9,5,0.309162892403305,0.337449915388917,0.0282870229856117,1.11022302462516e-16,TRUE
"US",16,2012-04-01,10,4,0.418802882315289,0.454378265113595,0.0355753827983062,1.11022302462516e-16,TRUE
"US",16,2012-04-01,10,5,0.314592920576475,0.34431821190087,0.0297252913243943,1.11022302462516e-16,TRUE
"US",17,2012-05-01,6,4,0.398282922501724,0.422240383394262,0.0239574608925376,1.11022302462516e-16,TRUE
"US",17,2012-05-01,6,5,0.332149273646389,0.355943950765846,0.0237946771194567,1.11022302462516e-16,TRUE
"US",17,2012-05-01,7,4,0.41154021408996,0.438028203305701,0.0264879892157416,1.11022302462516e-16,TRUE
"US",17,2012-05-01,7,5,0.349300306811104,0.3759704462422,0.0266701394310959,1.11022302462516e-16,TRUE
"US",17,2012-05-01,8,4,0.411215652318537,0.439087926732021,0.0278722744134832,1.11022302462516e-16,TRUE
"US",17,2012-05-01,8,5,0.352920311576895,0.381151263216328,0.0282309516394329,1.11022302462516e-16,TRUE
"US",17,2012-05-01,9,4,0.403452086341809,0.432124234320237,0.0286721479784286,1.11022302462516e-16,TRUE
"US",17,2012-05-01,9,5,0.348570104550491,0.377644518614726,0.029074414064235,1.11022302462516e-16,TRUE
"US",17,2012-05-01,10,4,0.392418141344283,0.421600703052994,0.0291825617087116,1.11022302462516e-16,TRUE
"US",17,2012-05-01,10,5,0.34026019275863,0.369811540776503,0.0295513480178735,1.11022302462516e-16,TRUE
"US",18,2012-06-01,6,4,0.297126289290969,0.318200588462056,0.0210742991710868,1.11022302462516e-16,TRUE
"US",18,2012-06-01,6,5,0.189130901159556,0.205471239529477,0.0163403383699209,1.11022302462516e-16,TRUE
"US",18,2012-06-01,7,4,0.325269074317143,0.350456626549773,0.02518755223263,1.11022302462516e-16,TRUE
"US",18,2012-06-01,7,5,0.20563490816569,0.22495875692292,0.0193238487572298,1.11022302462516e-16,TRUE
"US",18,2012-06-01,8,4,0.348320226858335,0.377288796441816,0.028968569583481,1.11022302462516e-16,TRUE
"US",18,2012-06-01,8,5,0.219565254916772,0.241610176708824,0.022044921792052,1.11022302462516e-16,TRUE
"US",18,2012-06-01,9,4,0.367215268281531,0.399600984411742,0.032385716130211,1.11022302462516e-16,TRUE
"US",18,2012-06-01,9,5,0.231228322024981,0.25571830213665,0.0244899801116692,1.11022302462516e-16,TRUE
"US",18,2012-06-01,10,4,0.382706662202305,0.418137954393004,0.0354312921906987,1.11022302462516e-16,TRUE
"US",18,2012-06-01,10,5,0.240936863106785,0.267595750574904,0.0266588874681188,1.11022302462516e-16,TRUE
"US",19,2012-07-01,6,4,0.296845147455442,0.316797846944101,0.0199526994886591,1.11022302462516e-16,TRUE
"US",19,2012-07-01,6,5,0.179320184737044,0.194649840103655,0.0153296553666115,1.11022302462516e-16,TRUE
"US",19,2012-07-01,7,4,0.326922459397584,0.35091254192267,0.0239900825250864,1.11022302462516e-16,TRUE
"US",19,2012-07-01,7,5,0.196075569701933,0.214279336790347,0.0182037670884131,1.11022302462516e-16,TRUE
"US",19,2012-07-01,8,4,0.351716394170266,0.379475520551769,0.0277591263815031,1.11022302462516e-16,TRUE
"US",19,2012-07-01,8,5,0.210416994743661,0.231281861923018,0.0208648671793567,1.11022302462516e-16,TRUE
"US",19,2012-07-01,9,4,0.372111911619438,0.403318539491092,0.0312066278716533,1.11022302462516e-16,TRUE
"US",19,2012-07-01,9,5,0.222535256180274,0.245820049360054,0.0232847931797794,1.11022302462516e-16,TRUE
"US",19,2012-07-01,10,4,0.388855388454107,0.423161408641176,0.0343060201870691,1.11022302462516e-16,TRUE
"US",19,2012-07-01,10,5,0.232676510628321,0.25812659820138,0.0254500875730592,1.11022302462516e-16,TRUE
"US",20,2012-08-01,6,4,0.419286887312614,0.444181482902668,0.0248945955900537,2.22044604925031e-16,TRUE
"US",20,2012-08-01,6,5,0.346524610453932,0.372988044200928,0.0264634337469964,2.22044604925031e-16,TRUE
"US",20,2012-08-01,7,4,0.427500140465971,0.453699406669845,0.026199266203874,2.22044604925031e-16,TRUE
"US",20,2012-08-01,7,5,0.364597903376693,0.393097042258515,0.0284991388818219,2.22044604925031e-16,TRUE
"US",20,2012-08-01,8,4,0.414351363837388,0.440785115019778,0.0264337511823896,2.22044604925031e-16,TRUE
"US",20,2012-08-01,8,5,0.359989734046754,0.388922327675706,0.0289325936289521,2.22044604925031e-16,TRUE
"US",20,2012-08-01,9,4,0.390576208734643,0.417167602993996,0.0265913942593528,2.22044604925031e-16,TRUE
"US",20,2012-08-01,9,5,0.342886785798948,0.371853761144558,0.02896697534561,2.22044604925031e-16,TRUE
"US",20,2012-08-01,10,4,0.363559806654901,0.390468870258179,0.0269090636032775,2.22044604925031e-16,TRUE
"US",20,2012-08-01,10,5,0.320686404639224,0.34972293701876,0.0290365323795366,2.22044604925031e-16,TRUE
"US",21,2012-09-01,6,4,0.49273413486821,0.516090132000292,0.0233559971320824,1.66533453693773e-16,TRUE
"US",21,2012-09-01,6,5,0.427084362206091,0.456788642813897,0.0297042806078063,1.66533453693773e-16,TRUE
"US",21,2012-09-01,7,4,0.486500702670216,0.50620251645025,0.0197018137800337,1.66533453693773e-16,TRUE
"US",21,2012-09-01,7,5,0.438943820861246,0.465824587568164,0.026880766706918,1.66533453693773e-16,TRUE
"US",21,2012-09-01,8,4,0.449848282733119,0.46642171614812,0.0165734334150012,1.66533453693773e-16,TRUE
"US",21,2012-09-01,8,5,0.416393048399358,0.43971857074175,0.0233255223423924,1.66533453693773e-16,TRUE
"US",21,2012-09-01,9,4,0.3986403718537,0.414025153156353,0.0153847813026531,1.66533453693773e-16,TRUE
"US",21,2012-09-01,9,5,0.37529351799673,0.396429971530719,0.0211364535339895,1.66533453693773e-16,TRUE
"US",21,2012-09-01,10,4,0.343661639436248,0.35952488176314,0.015863242326892,1.66533453693773e-16,TRUE
"US",21,2012-09-01,10,5,0.327128344674783,0.347643932565628,0.0205155878908447,1.66533453693773e-16,TRUE
"US",22,2012-10-01,6,4,0.367178286261076,0.392605558679801,0.0254272724187247,2.22044604925031e-16,TRUE
"US",22,2012-10-01,6,5,0.268471127431722,0.289665846327769,0.0211947188960469,2.22044604925031e-16,TRUE
"US",22,2012-10-01,7,4,0.386217266649869,0.415149365236875,0.0289320985870059,2.22044604925031e-16,TRUE
"US",22,2012-10-01,7,5,0.280848191332615,0.304707779021193,0.0238595876885782,2.22044604925031e-16,TRUE
"US",22,2012-10-01,8,4,0.399097726728319,0.430705626053671,0.0316078993253521,2.22044604925031e-16,TRUE
"US",22,2012-10-01,8,5,0.289164842770485,0.315060706176543,0.0258958634060575,2.22044604925031e-16,TRUE
"US",22,2012-10-01,9,4,0.407918707917013,0.441566036031862,0.0336473281148492,2.22044604925031e-16,TRUE
"US",22,2012-10-01,9,5,0.294909991005881,0.322362604271172,0.0274526132652913,2.22044604925031e-16,TRUE
"US",22,2012-10-01,10,4,0.414047027136054,0.449249681548645,0.0352026544125915,2.22044604925031e-16,TRUE
"US",22,2012-10-01,10,5,0.29896998435161,0.327613476651776,0.0286434923001658,2.22044604925031e-16,TRUE
"US",23,2012-11-01,6,4,0.517956154914647,0.541064993436598,0.0231088385219511,1.11022302462516e-16,TRUE
"US",23,2012-11-01,6,5,0.441871611327273,0.472221479428169,0.0303498681008968,1.11022302462516e-16,TRUE
"US",23,2012-11-01,7,4,0.517645466201722,0.538713665997535,0.021068199795813,1.11022302462516e-16,TRUE
"US",23,2012-11-01,7,5,0.462709464222575,0.491837344597281,0.0291278803747057,1.11022302462516e-16,TRUE
"US",23,2012-11-01,8,4,0.486332729508353,0.505824330965866,0.0194916014575134,1.11022302462516e-16,TRUE
"US",23,2012-11-01,8,5,0.447454816376595,0.474448669188787,0.0269938528121922,1.11022302462516e-16,TRUE
"US",23,2012-11-01,9,4,0.439933944904392,0.459693516866405,0.0197595719620136,1.11022302462516e-16,TRUE
"US",23,2012-11-01,9,5,0.412112803413753,0.438246908342663,0.0261341049289094,1.11022302462516e-16,TRUE
"US",23,2012-11-01,10,4,0.389458309564589,0.410999139756335,0.0215408301917453,1.11022302462516e-16,TRUE
"US",23,2012-11-01,10,5,0.368591603830422,0.395365063582704,0.0267734597522823,1.11022302462516e-16,TRUE
"US",24,2012-12-01,6,4,0.509736907067063,0.532810596823618,0.0230736897565549,1.11022302462516e-16,TRUE
"US",24,2012-12-01,6,5,0.425587853148177,0.456760961698205,0.0311731085500282,1.11022302462516e-16,TRUE
"US",24,2012-12-01,7,4,0.518303656652981,0.539444106967787,0.0211404503148064,1.11022302462516e-16,TRUE
"US",24,2012-12-01,7,5,0.456320016847356,0.4867587951433,0.0304387782959439,1.11022302462516e-16,TRUE
"US",24,2012-12-01,8,4,0.493817774510527,0.512730526265602,0.0189127517550746,1.11022302462516e-16,TRUE
"US",24,2012-12-01,8,5,0.449434229276233,0.477270997597242,0.0278367683210091,1.11022302462516e-16,TRUE
"US",24,2012-12-01,9,4,0.451553403265315,0.469843040302599,0.0182896370372848,1.11022302462516e-16,TRUE
"US",24,2012-12-01,9,5,0.419809835511449,0.445870046836717,0.0260602113252676,1.11022302462516e-16,TRUE
"US",24,2012-12-01,10,4,0.4026664918289,0.422029763969417,0.0193632721405169,1.11022302462516e-16,TRUE
"US",24,2012-12-01,10,5,0.37927460788196,0.405103909378202,0.0258293014962419,1.11022302462516e-16,TRUE
"US",25,2013-01-01,6,4,0.35242944600619,0.382924010826573,0.0304945648203837,1.11022302462516e-16,TRUE
"US",25,2013-01-01,6,5,0.220413278902282,0.246050141949352,0.0256368630470704,1.11022302462516e-16,TRUE
"US",25,2013-01-01,7,4,0.384181427988706,0.41987150737859,0.0356900793898843,1.11022302462516e-16,TRUE
"US",25,2013-01-01,7,5,0.239026351415621,0.268800121247959,0.0297737698323381,1.11022302462516e-16,TRUE
