"area","month","threshold","zc_slot","lower","upper","hrr","below","above"
"EZ",91,4,"N",0.0093548996030759,0.194272822660254,0.0197820598801897,FALSE,FALSE
"EZ",92,4,"N",0.0084165988411693,0.200071747238078,0.0173679962025836,FALSE,FALSE
"EZ",93,4,"N",0.00816216514194412,0.199766897125467,0.0175316754869841,FALSE,FALSE
"EZ",94,4,"N",0.00805555868758223,0.193535811873689,0.017714543480312,FALSE,FALSE
"EZ",95,4,"N",0.00823380085129755,0.187695767042739,0.0243864560329426,FALSE,FALSE
"EZ",96,4,"N",0.00639939867401651,0.159618305289364,0.0215335425267046,FALSE,FALSE
"EZ",97,4,"N",0.00536216096795317,0.13530196672862,0.0267286704115239,FALSE,FALSE
"EZ",98,4,"N",0.0054737920910285,0.133729532702124,0.0214010758524635,FALSE,FALSE
"EZ",99,4,"N",0.00517066607697236,0.135306005311263,0.0212585756011974,FALSE,FALSE
"EZ",100,4,"N",0.00546587116221797,0.146917081992357,0.0330228683851604,FALSE,FALSE
"EZ",101,4,"N",0.00561834133922989,0.151091014103718,0.034608662099971,FALSE,FALSE
"EZ",102,4,"N",0.00368109319693632,0.133390968798402,0.0229468942168662,FALSE,FALSE
"EZ",103,4,"N",0.00358075993135287,0.130941739950615,0.0204647395869939,FALSE,FALSE
"EZ",104,4,"N",0.00367312019290877,0.135091552523961,0.0164602585163041,FALSE,FALSE
"EZ",105,4,"N",0.00379758992609103,0.140925422145554,0.0174449831280129,FALSE,FALSE
"EZ",106,4,"N",0.00235250856899882,0.130979340086413,0.00881896178122486,FALSE,FALSE
"EZ",107,4,"N",0.00316800717116683,0.127239547770314,0.0175130587161551,FALSE,FALSE
"EZ",108,4,"N",0.00271858896501376,0.123673773891008,0.0210939594489233,FALSE,FALSE
"EZ",109,4,"N",0.00350463247174537,0.127397394914235,0.0255607642747038,FALSE,FALSE
"EZ",110,4,"N",0.00311389290702269,0.125353894334997,0.0198495202084058,FALSE,FALSE
"EZ",111,4,"N",0.00192919321409568,0.127482612456387,0.0122808573329765,FALSE,FALSE
"EZ",112,4,"N",0.000577862692825337,0.0819065835722484,2.72760448387765e-06,TRUE,FALSE
"EZ",113,4,"N",0.000312463666043428,0.0669056845674319,1.36527987774761e-06,TRUE,FALSE
"EZ",114,4,"N",0.000563237779732328,0.096692369068419,3.18262811048244e-06,TRUE,FALSE
"EZ",115,4,"N",0.00227365375445465,0.144310849629791,0.00583931462448598,FALSE,FALSE
"EZ",116,4,"N",0.00235453327711166,0.129615054443368,0.00595005984404617,FALSE,FALSE
"EZ",117,4,"N",0.00224330110910753,0.154012160128386,0.00361572643891009,FALSE,FALSE
"EZ",118,4,"N",0.00209631910885355,0.146109246704092,0.00304192115638009,FALSE,FALSE
"EZ",119,4,"N",0.00167182621538231,0.164568872945387,0.00548084429775025,FALSE,FALSE
"EZ",120,4,"N",0.00254680398109675,0.135597623178488,0.0171343606296453,FALSE,FALSE
"EZ",121,4,"N",0.00252779073874854,0.143199476420343,0.00942066181220304,FALSE,FALSE
"EZ",122,4,"N",0.00341568240762702,0.1532158754057,0.013701719529807,FALSE,FALSE
"EZ",123,4,"N",0.00383834007861916,0.165295059028202,0.0248625732271976,FALSE,FALSE
"EZ",124,4,"N",0.00493210752560702,0.175350442498889,0.0296030615681631,FALSE,FALSE
"EZ",125,4,"N",0.00494798590281154,0.210837216701733,0.0331695350153027,FALSE,FALSE
"EZ",126,4,"N",0.00557109139948242,0.219010579067102,0.0315144213677152,FALSE,FALSE
"EZ",127,4,"N",0.00710665589273318,0.231436224465225,0.021875485390492,FALSE,FALSE
"EZ",128,4,"N",0.00608365353627582,0.237466168195745,0.0214673251452782,FALSE,FALSE
"EZ",129,4,"N",0.00758542502957604,0.226983986051076,0.0165514007326714,FALSE,FALSE
"EZ",130,4,"N",0.0110104891526677,0.206192960271539,0.0129105384429821,FALSE,FALSE
"EZ",131,4,"N",0.0133643847370115,0.242835951366133,0.015705144226379,FALSE,FALSE
"EZ",132,4,"N",0.0136199965843979,0.232941155598869,0.0125423098703026,TRUE,FALSE
"EZ",133,4,"N",0.0143715765014731,0.272617495556941,0.0651308154406091,FALSE,FALSE
"EZ",134,4,"N",0.0102664142408521,0.267705681077494,0.0647021062327703,FALSE,FALSE
"EZ",135,4,"N",0.0463501824233846,0.433993333121482,0.0798538258909426,FALSE,FALSE
"EZ",136,4,"N",0.0446770710684791,0.425026903665737,0.0739472314423031,FALSE,FALSE
"EZ",137,4,"N",0.0782681877300296,0.369861224723146,0.0694073620511634,TRUE,FALSE
"EZ",138,4,"N",0.0287140094079704,0.400335736364432,0.0965365562943594,FALSE,FALSE
