"area","month","date","psi","threshold","q_5y","q_10y","q_5y5y","qr_5y","qr_10y","qr_5y5y","qrh_5y","qrh_10y","q_data_n_5y","q_data_n_10y","q_data_r_5y","q_data_r_10y","p_5y","p_10y","p_5y5y","ez_converged","ratio_5y","ratio_10y","ratio_5y5y"
"EZ",1,2011-01-01,1.5,4,0.121797172619094,0.17099141139324,0.238982731886507,0.1257306430195,0.177462378915875,0.247441993838653,0.137799832069638,0.220774223982648,0.123179025740542,0.155624089911431,0.140477162326483,0.202661879836208,0.0508576607030458,0.0453441027581957,0.0954040857478835,TRUE,0.404496942683719,0.255513889959126,0.385561416911685
"EZ",1,2011-01-01,1.5,5,0.0377389116580835,0.0634578385706055,0.131695840217368,0.0392037295255717,0.0662356181268075,0.137217738810978,0.0449383182812721,0.089799370664631,0.0282488438529844,0.0429752279115883,0.0347863433516167,0.0654805385995707,0.00531073684383009,0.00497133380584828,0.0166042169003403,TRUE,0.135465092431219,0.0750552942124086,0.121006343962665
"EZ",2,2011-02-01,1.5,4,0.131772978748622,0.188245815536448,0.260428330612348,0.135949799025658,0.195157643428126,0.269322053832016,0.148768148323736,0.241378028501069,0.128901011844846,0.179027188902014,0.145227273893498,0.22980576741752,0.0537234635052547,0.0498856163705096,0.102490483452801,TRUE,0.395171334494693,0.25561702577579,0.380549910393626
"EZ",2,2011-02-01,1.5,5,0.0411057243500996,0.0699092289971255,0.145579379098645,0.0426886765639596,0.072929655962145,0.151540828472433,0.0488351740998263,0.0982435312036831,0.0260950138553416,0.0495386559221063,0.0317350541168899,0.0741265916692036,0.00577219994465678,0.00553436030113998,0.0186180042722466,TRUE,0.135216183992221,0.0758862801164543,0.122858007706045
"EZ",3,2011-03-01,1.5,4,0.140665732324594,0.191534520034515,0.26507776858491,0.145202466355621,0.198697066071863,0.274337323575495,0.15892506289678,0.244996104383636,0.149247085176377,0.17475066117347,0.166631031967904,0.224583162283709,0.0597507860550427,0.0537732746323643,0.111075283478895,TRUE,0.411499801309881,0.270629434522783,0.404885788164832
"EZ",3,2011-03-01,1.5,5,0.0486621684695465,0.0735637559571747,0.144812590405231,0.0505281714126934,0.0767500049695647,0.150803443271601,0.05770601983269,0.102927550136,0.0288729786779343,0.0496346468488812,0.0347050413181717,0.0747852130298294,0.00732272815761322,0.0060792150381485,0.0187065521947189,TRUE,0.144923672337243,0.0792080083976439,0.124045922220939
"EZ",4,2011-04-01,1.5,4,0.14223712613633,0.193907045148194,0.270802750829788,0.146772586996783,0.201070182390799,0.280072234035465,0.160303299169412,0.246494697437054,0.148849950702839,0.178597667752321,0.166022455325399,0.228233537666455,0.0617755201250861,0.0559649114794142,0.117049792829471,TRUE,0.420892766075181,0.278335210193628,0.41792715808683
"EZ",4,2011-04-01,1.5,5,0.048532582230353,0.0734884477667299,0.145551343660269,0.050382188849779,0.0766499614970266,0.151497789562034,0.0574307370951254,0.102264635155917,0.0316706347031768,0.0505392358998805,0.0383217342929314,0.0763321319102558,0.00740211680739587,0.00616524999083908,0.0191280055492336,TRUE,0.146919317647477,0.0804338302384958,0.126259304538574
"EZ",5,2011-05-01,1.5,4,0.123927431634635,0.172641435977059,0.252127408001022,0.12781197278884,0.179007711164743,0.260601208739682,0.139271300706967,0.218958725611773,0.128351111479299,0.158024100058178,0.143303676718215,0.200363382174419,0.0572549622066518,0.0522214535854204,0.11603508363467,TRUE,0.447962432292972,0.291727396801137,0.445259191988548
"EZ",5,2011-05-01,1.5,5,0.0364321508449448,0.0602801474550506,0.127523277258783,0.0378276130393249,0.062886632992223,0.132742875498449,0.043143904580962,0.08407433746904,0.0258948460813004,0.0403469197546871,0.0314023315157776,0.0607287621564963,0.0054266895735563,0.00498265130738642,0.0170479788083903,TRUE,0.143458419327564,0.079232279902831,0.128428578515986
