"model","sd_p_5y","sd_p_10y","sd_p_5y5y","sd_ratio_5y","sd_ratio_10y","sd_ratio_5y5y","mean_ratio_5y","mean_ratio_10y","mean_ratio_5y5y"
"baseline_6p",0.0474726494425804,0.0298746896836755,0.0656656051149824,0.254781969221545,0.184732372701125,0.234275664449904,0.360957989401835,0.262855799096264,0.441151747095843
"spot_6p",0.040650949249881,0.0231117310202279,0.0410200866379463,0.158135783120379,0.189381877360243,0.220913967197056,0.458619731216474,0.341099694509085,0.519411016004155
"weighted_24_tail",0.042072552436315,0.0232032011226352,0.0356955270996217,0.220410317314992,0.185644019436051,0.228932665730221,0.381126919289952,0.25008762009853,0.414556895089552
