"area","month","date","psi","threshold","q_5y","q_10y","q_5y5y","qr_5y","qr_10y","qr_5y5y","qrh_5y","qrh_10y","q_data_n_5y","q_data_n_10y","q_data_r_5y","q_data_r_10y","p_5y","p_10y","p_5y5y","ez_converged"
"EZ",7,2011-07-01,1.5,4,0.105830961552681,0.167757481896332,0.262171491344996,0.110744991709046,0.177251636794423,0.274733833212753,0.12162001395999,0.215292520249244,0.112078959413286,0.153457198937639,0.127044979496554,0.196614731243136,0.0423729517484091,0.0448478345006151,0.0931500887992216,TRUE
"EZ",7,2011-07-01,1.5,5,0.0399792284357681,0.0452455854231859,0.164349781484016,0.0421488664770071,0.0485747888449454,0.173590624892598,0.0481066812359148,0.0646417888044341,0.0257448493297977,0.0417861178823198,0.0317006237602434,0.0627548263474557,0.00951662004125618,0.00596874211855813,0.0372028097494812,TRUE
"EZ",8,2011-08-01,1.5,4,0.0988097754658481,0.153123145192697,0.241582824645499,0.103578535969222,0.162320413491876,0.253998983908758,0.114106536239636,0.199123976604588,0.104864324524001,0.138609698434634,0.119807853209652,0.18076589901031,0.038689186478524,0.0393322213970183,0.0826971600607829,TRUE
"EZ",8,2011-08-01,1.5,5,0.0378540578480524,0.042158427111092,0.152257024058082,0.0399686209964564,0.0453845562654244,0.161340249223078,0.0457537251687731,0.0609788496679773,0.0254521297283893,0.039542784079821,0.0315649692370266,0.060483923688847,0.00886322799560204,0.00541125670972785,0.0334577400454882,TRUE
"EZ",9,2011-09-01,1.5,4,0.08626476220263,0.132962314892445,0.216348034175371,0.0906202671912134,0.141439630590655,0.2281649078469,0.100209987690146,0.175377369191994,0.0920890223638392,0.118276483986414,0.106258860792273,0.156836345444111,0.0340113964716658,0.03351063974129,0.0736375416809298,TRUE
"EZ",9,2011-09-01,1.5,5,0.0329502185269978,0.0351576261293108,0.134928141025774,0.034858079766429,0.037983156325279,0.143415173947848,0.0400660510365731,0.0516667396840935,0.023419459178196,0.0328346394346428,0.0293571321621681,0.0514027043096606,0.00775318247186669,0.00446201898549254,0.0295284435859807,TRUE
"EZ",10,2011-10-01,1.5,4,0.0683462687971842,0.107020588790641,0.183432369301442,0.0719127724950897,0.114166239853042,0.193792307336267,0.0795895565957987,0.142219273963651,0.074200188033755,0.0926968456740339,0.0867009934662372,0.125291652357454,0.0273084394499285,0.0262668837823532,0.0620561074671045,TRUE
"EZ",10,2011-10-01,1.5,5,0.0253866197396957,0.0258452527774422,0.111364910887151,0.0269077428345476,0.0280336617223685,0.11863047733631,0.0309693913293939,0.0384030740242012,0.0215935151796051,0.0265810876311107,0.0275672612354019,0.0426773114931421,0.00597711014322812,0.00320000079169744,0.0241057358167538,TRUE
"EZ",11,2011-11-01,1.5,4,0.0900070356797387,0.129296458358022,0.21069400227588,0.0946078087698203,0.137935653021961,0.222611416349276,0.104077687385257,0.169465207978708,0.0968026891287207,0.113912984319272,0.111965892331106,0.151916920997826,0.036549097494734,0.0338756468727403,0.0742696873507,TRUE
"EZ",11,2011-11-01,1.5,5,0.0330267396669765,0.033159134852215,0.125624248454539,0.0350142701199029,0.0360052479449653,0.133975898750616,0.0400204117364312,0.0484819924265831,0.0272446206961934,0.033995701405155,0.0343395150791243,0.0539579278853158,0.00800985371377726,0.00428853143457342,0.0283579498385906,TRUE
"EZ",12,2011-12-01,1.5,4,0.135752697415003,0.176837138780366,0.251459874558076,0.142614576424953,0.188599218144695,0.266457307710865,0.156978810723205,0.233170681175804,0.141988215703617,0.161584700834917,0.165363530528987,0.216225276541019,0.048103672423053,0.0414177253439877,0.0753499335773123,TRUE
"EZ",12,2011-12-01,1.5,5,0.0572970708769349,0.0629479841017708,0.167838309560834,0.0606495756740438,0.0681117152642357,0.179328183342705,0.0691433391458757,0.0911804965748323,0.0488418642508072,0.0565755547196446,0.0618525887092179,0.0892245719579024,0.0129391834950718,0.00774164524586353,0.0340375286980202,TRUE
"EZ",13,2012-01-01,1.5,4,0.13299301407006,0.170146510498995,0.245240684827607,0.139913428796744,0.181890867141045,0.260324987762217,0.154094103140578,0.224930020330458,0.13962704123588,0.154789188013373,0.162918424243563,0.205300456855426,0.0477810268095425,0.0401646227698787,0.074555371768518,TRUE
"EZ",13,2012-01-01,1.5,5,0.0562115675167873,0.059737623959923,0.161986642099919,0.0595886612960988,0.0648204065184771,0.173429804290022,0.0679655332373444,0.0868192014799195,0.0495066490305179,0.0503096282307067,0.0625294305057624,0.0782830132183948,0.012914513882946,0.00744270880212071,0.0334604483885898,TRUE
"EZ",14,2012-02-01,1.5,4,0.15690681505998,0.207482225149456,0.291810290032703,0.164696896935448,0.220678612874504,0.308387884227855,0.181270791630354,0.270435295054013,0.162688636434131,0.193429814843441,0.18626675171128,0.251359410691988,0.0543857997001705,0.0485947544338094,0.0868840395128876,TRUE
"EZ",14,2012-02-01,1.5,5,0.0698691038622579,0.0794284052551514,0.201794612213893,0.0738213213979766,0.0855897735279019,0.214859684838556,0.0840885340028012,0.113265335918632,0.0484776519822775,0.0655604966331567,0.0595069842466236,0.0986465240155904,0.0157101687914446,0.0100429738034205,0.0414431064960782,TRUE
"EZ",15,2012-03-01,1.5,4,0.132925498491416,0.171314322974422,0.245274837203594,0.139813308483272,0.183015886723107,0.260287555876358,0.15408947559328,0.226698864590816,0.139603408594105,0.155704525983647,0.163997614055056,0.209896728138622,0.0463136158011905,0.0390239768295199,0.0717192826236759,TRUE
"EZ",15,2012-03-01,1.5,5,0.0572162539058499,0.0622762534264474,0.165022586792874,0.0606152152931267,0.0674802188774615,0.17656519564442,0.0691728194287757,0.0904265708211629,0.0527190277061289,0.0562957374474522,0.0672132937641548,0.0894424161751638,0.0128171960417025,0.00755784948530065,0.0329512884045391,TRUE
"EZ",16,2012-04-01,1.5,4,0.122185950393399,0.176579386219933,0.257317407064112,0.128189489929513,0.18745310308188,0.271513300356224,0.141692117375949,0.232637111240373,0.128291595487348,0.162377327558104,0.149875598513676,0.216277345779434,0.0404470522504786,0.0385082721311141,0.0722037764810336,TRUE
"EZ",16,2012-04-01,1.5,5,0.0529332449782568,0.0638842783837768,0.178589568753263,0.0558535754930531,0.068632179727086,0.189691970376457,0.0640049164118497,0.0923774395120475,0.0461805542785818,0.0563164796033975,0.0585848235572324,0.0880522353622914,0.0110529169738881,0.00740687038522538,0.0338074073975061,TRUE
"EZ",17,2012-05-01,1.5,4,0.125794929954144,0.178923947440576,0.263964497617432,0.132124285255858,0.190237626635581,0.278804158822546,0.146211529058101,0.235822433029722,0.131679354555869,0.164614552301414,0.152430328756372,0.218955411292548,0.0428105423989736,0.0403223401446152,0.0769887956003443,TRUE
"EZ",17,2012-05-01,1.5,5,0.05505247304952,0.0644223044851779,0.182322917669891,0.0581461568439445,0.0693220302927452,0.193860973956052,0.0666977492787122,0.0932182538232718,0.0414960213877428,0.0567512146393242,0.0517379785243227,0.0884167510558428,0.0118815691924712,0.00776948706960226,0.0360530943671328,TRUE
"EZ",18,2012-06-01,1.5,4,0.0762834074772165,0.131146065267221,0.326517019801841,0.0775891110715136,0.133433362511377,0.333111849415082,0.0912204025966957,0.182636008927583,0.0867524143124605,0.124292646307582,0.10338491898584,0.172140096505637,0.0076309294301277,0.016526416953132,0.05960854235516,TRUE
"EZ",18,2012-06-01,1.5,5,0.0347110099472348,0.076283407477054,0.278068232850513,0.0353376169033931,0.0775891110713523,0.283933796171653,0.0432092326486363,0.112806726099171,0.0285926044464234,0.042963336718153,0.0367222971885102,0.0693945724008148,0.00301589336359374,0.00763092943009155,0.0450905726493023,TRUE
"EZ",19,2012-07-01,1.5,4,0.0868967201280824,0.157106475732409,0.323074631980766,0.0888714951739266,0.160998462671666,0.331060759209691,0.103599646573421,0.215953562786225,0.0947845521888745,0.14734040371092,0.111194246801447,0.195272727857797,6.19739946177241e-05,0.000136565672034783,0.000311052515921876,TRUE
"EZ",19,2012-07-01,1.5,5,0.0380329679953477,0.0868963191809672,0.270404840664536,0.0389103564783381,0.0888710997921502,0.277222334130347,0.0472638994690365,0.127373802281582,0.0266501242573449,0.0420457364889006,0.0335618676416402,0.0636762532615773,2.28683432296488e-05,6.19469045406366e-05,0.000232838112152868,TRUE
"EZ",20,2012-08-01,1.5,4,0.11137248615006,0.155405982033836,0.240690494870766,0.117375917486615,0.166059121013693,0.255199685692654,0.130588329545926,0.207795004012941,0.117188894265503,0.140480112345504,0.137498532887915,0.19266070861706,0.0388284821873511,0.0351022143505125,0.0718715199768973,TRUE
"EZ",20,2012-08-01,1.5,5,0.0492270031201802,0.0542748209887885,0.164369398374275,0.0521392600678638,0.0586761542003489,0.175434787455971,0.0601454677443365,0.0798053994887602,0.0392775399291752,0.0515378566500838,0.0495600387628067,0.0831459214884101,0.0108976033651466,0.00663152573659067,0.0333300315506844,TRUE
"EZ",21,2012-09-01,1.5,4,0.121214011336075,0.180964506143571,0.268475582043148,0.127247313231447,0.191988185156022,0.283086245946731,0.141298950931921,0.239177707580317,0.12651765285758,0.167538037713377,0.147012855553111,0.221853495104799,0.0394730220208489,0.0389682077917644,0.0749505380660458,TRUE
"EZ",21,2012-09-01,1.5,5,0.0543038609393845,0.0665882219253021,0.190595809693822,0.0572662135545828,0.0713869768420748,0.202112279817344,0.0659316343393884,0.0965045619572684,0.0410862869300457,0.0562287470919521,0.0514484866702198,0.0866199943486045,0.0111851728951834,0.00776119240494491,0.0361216013256563,TRUE
"EZ",22,2012-10-01,1.5,4,0.126364138021223,0.195002962886507,0.285718291944755,0.132433459089649,0.206215538755306,0.300506300241759,0.147213734988511,0.256904228117907,0.13089721649505,0.183012029872382,0.150692935215,0.237665816785607,0.0404412135067575,0.0419407051960046,0.0791965392070206,TRUE
"EZ",22,2012-10-01,1.5,5,0.0569787793184074,0.072900042326098,0.206469855935365,0.059964698834856,0.077822484383717,0.218252226959726,0.0691225205321733,0.10521828761392,0.0373841972263794,0.0556288555592341,0.046222379308681,0.0827669924259303,0.0114595651217504,0.00846349117554777,0.038675434383915,TRUE
"EZ",23,2012-11-01,1.5,4,0.114587657496274,0.169992433466321,0.255026735127718,0.120308754278134,0.180493062578719,0.26912708794812,0.133732275098026,0.225747156503618,0.119609809639254,0.156985165515091,0.137757823866454,0.209244291042297,0.0386036520682261,0.0377567523185632,0.0736625481466537,TRUE
"EZ",23,2012-11-01,1.5,5,0.050087737186401,0.0603801925502192,0.178054956385587,0.0528419801493917,0.064787513140384,0.188995711793852,0.0609344369510268,0.0880964062178032,0.0324240312348515,0.0523166220313624,0.0401113474601161,0.0809465176324966,0.0105433378664939,0.00714094925940624,0.0344675332213613,TRUE
"EZ",24,2012-12-01,1.5,4,0.105291923512191,0.161833965222579,0.248095706256291,0.110600944931538,0.171816180504334,0.261717484717475,0.12316770272039,0.215335042751463,0.110178594549519,0.14880240430324,0.128156202193681,0.197689482796856,0.0352124854441611,0.035249025376524,0.0710583239211331,TRUE
"EZ",24,2012-12-01,1.5,5,0.0461609038630326,0.0560737041373403,0.173730304268038,0.0486997232323835,0.0601478446546478,0.184283709815018,0.056281633666427,0.0820831822799424,0.0335246489254807,0.0469374186940734,0.0421057016974235,0.0722972223542535,0.00959544413344907,0.00654109367800274,0.0332818993788451,TRUE
"EZ",25,2013-01-01,1.5,4,0.112450150588229,0.164539322988551,0.259271753947606,0.11823425745305,0.175597184462952,0.273674932740912,0.129289791187867,0.216072713592908,0.1126816617947,0.154743588825564,0.130993025189281,0.204251441113025,0.0377825748709914,0.0356909267060678,0.0803823492826005,TRUE
"EZ",25,2013-01-01,1.5,5,0.0276437492481211,0.0500349690344935,0.178762753396395,0.0295239609186422,0.0545902004802557,0.19094961371847,0.0336152751416934,0.0727586483205733,0.0351105838372918,0.0485110157758897,0.0441115585552033,0.0742517854146437,0.00576144570812798,0.00568902174664301,0.0388214812560815,TRUE
"EZ",26,2013-02-01,1.5,4,0.099758106684164,0.159810708240069,0.2632951966589,0.104571146101201,0.169805067499855,0.276552191886435,0.114247268683714,0.208231709585663,0.0994485740567664,0.150100419901599,0.115339863754457,0.196028511981899,0.0349900671193037,0.036455312593219,0.0863605354614991,TRUE
"EZ",26,2013-02-01,1.5,5,0.0182873148787599,0.0437756782754642,0.177252606450148,0.0195332250779898,0.0476243151679964,0.18849689782969,0.0222568082566799,0.0634571120904784,0.0289581745616683,0.043847794323326,0.0363459191330639,0.0664371304445071,0.00387045474901761,0.00517009943131131,0.0404896248644614,TRUE
"EZ",27,2013-03-01,1.5,4,0.0905139500757454,0.150099144192615,0.266229869624814,0.0938662227916708,0.158724125046911,0.277367696882408,0.102463515438658,0.194182490886346,0.096126801562495,0.143333788885412,0.111866352348977,0.187129076332125,0.0412749655927677,0.0403340473499755,0.105799757291002,TRUE
"EZ",27,2013-03-01,1.5,5,0.00197356232752063,0.0326157241808675,0.171307553783103,0.00211847803040841,0.0354671894772323,0.181173926918482,0.00240402943403077,0.0473579808619607,0.028170129957324,0.0398997813438129,0.0354929948493646,0.0602989439941573,0.000511914861312052,0.00479516260485503,0.0478588297845498,TRUE
"EZ",28,2013-04-01,1.5,4,0.0849143305604633,0.149764203356286,0.27747201775087,0.0877303643732594,0.158362558330518,0.288529871299967,0.0958086596278102,0.19310464011178,0.0929171141321327,0.141973984817912,0.108089801127415,0.184960999568098,0.0420748925381081,0.0412846035097441,0.116752433617694,TRUE
"EZ",28,2013-04-01,1.5,5,8.6535754705916e-05,0.0305154660458055,0.177437520031871,9.28643777826611e-05,0.0331352389750823,0.187350163886123,0.000105234217700761,0.0442546727800778,0.026821256011909,0.0386549315202308,0.0337818187815821,0.0582508933274236,2.45869658145023e-05,0.00475969730232348,0.0527029681606583,TRUE
"EZ",29,2013-05-01,1.5,4,0.0783040872808337,0.14203018736095,0.235564836706098,0.0820539635811695,0.149616317547053,0.24681910951212,0.0919469571044271,0.189466228934843,0.080700533685553,0.127501572258764,0.0939469540132807,0.167578358011059,0.0195669906811405,0.0271357262415755,0.0643748875296323,TRUE
"EZ",29,2013-05-01,1.5,5,0.0259244633421202,0.0455414906266044,0.160190034543573,0.027306945464303,0.0484140530465338,0.168811727459145,0.0319873500494648,0.067101399934662,0.020446829846125,0.0344858115629569,0.0256739538614855,0.0525565062514995,0.0044901979474458,0.00405826726285947,0.0267571133297035,TRUE
"EZ",30,2013-06-01,1.5,4,0.0657498471957699,0.131888513570742,0.225898892496099,0.0688000882172204,0.138476904833177,0.23593833148225,0.0769834201858302,0.174574711204386,0.0706495072054573,0.115712627898119,0.0819158541419251,0.150733182737578,0.0161077371582722,0.0260010875633538,0.0650687078591651,TRUE
"EZ",30,2013-06-01,1.5,5,0.0205049562131077,0.0382227808601003,0.147422398211908,0.0215635098235839,0.040518432276829,0.154932622096146,0.0252645049797476,0.0561480960849127,0.016789614870048,0.0284995569927373,0.0210314455332674,0.0433107999373508,0.0034073281995814,0.00329772049982865,0.0246917070281344,TRUE
"EZ",31,2013-07-01,1.5,4,0.051073303518267,0.0973927856124701,0.232858072651271,0.05297220089195,0.104000750762033,0.242471645485347,0.0577742928966328,0.124969620320053,0.0530202727800833,0.0884303340783827,0.0625220955378474,0.116978348384122,0.0275394182931065,0.0295826340398617,0.115732080584136,TRUE
"EZ",31,2013-07-01,1.5,5,4.2224708957086e-06,0.01259616002361,0.129328165683603,4.57451702031609e-06,0.0139510158754032,0.137402470105955,5.14845170926737e-06,0.0183934747663195,0.0158198275879464,0.0227341212078604,0.0203709688496895,0.0355766023087492,1.23798259451909e-06,0.00204069573417835,0.0449252628774972,TRUE
"EZ",32,2013-08-01,1.5,4,0.0494199353277614,0.107717938288732,0.191127339329353,0.0516977423862051,0.113052289828633,0.199538767480712,0.0576823127491673,0.142394249386264,0.0541598608815473,0.0914081779979831,0.0636401269985538,0.119295874665676,0.0123961389401746,0.0221864059952808,0.0581838874585675,TRUE
"EZ",32,2013-08-01,1.5,5,0.014396834009384,0.0264251630454556,0.116503562391455,0.0151428888343783,0.0280433301807106,0.122484053536127,0.0177107120852574,0.0390353301781439,0.0155425443558758,0.021075009105077,0.0199216484521154,0.0322265791861887,0.00235336498744369,0.00223596746003093,0.0200657033859797,TRUE
"EZ",33,2013-09-01,1.5,4,0.0467928157276493,0.106091628927637,0.232352095094044,0.0485349932727521,0.112514083585016,0.241699409546912,0.0530500074256586,0.136633185286573,0.0487682203080495,0.0969413108811764,0.0574311352297481,0.125910381786718,0.02265659678324,0.029762870070242,0.103252388950478,TRUE
"EZ",33,2013-09-01,1.5,5,6.42236238516901e-06,0.0158429710943276,0.138011837036821,6.90959450291101e-06,0.0173163514753549,0.145920425981439,7.84817214687297e-06,0.0231464836782053,0.0142660948034798,0.0217329127429724,0.0183532973767333,0.032956494217338,1.7398830589056e-06,0.00239156516818391,0.0430620618335234,TRUE
"EZ",34,2013-10-01,1.5,4,0.0355665465101582,0.0900840222180134,0.220774477622959,0.0381955935534041,0.0986858050081988,0.235062140517802,0.0415814341951488,0.115092705219177,0.0429356390860453,0.0791074987121413,0.0506978088430915,0.104453091335292,0.0106052367596349,0.0202494042189787,0.0862673153940977,TRUE
"EZ",34,2013-10-01,1.5,5,0.0125036388684186,0.0100172353353889,0.127724442618745,0.0136322203410464,0.0114154109364451,0.138607653427964,0.0153368048550688,0.0146064979848891,0.0125983775032026,0.0197304825163328,0.0162471329056584,0.0307852792642134,0.00288126811241507,0.00097821226937459,0.0347978465838798,TRUE
"EZ",35,2013-11-01,1.5,4,0.0292923067616208,0.084671675421741,0.215299441281658,0.031414903792902,0.0927115961339896,0.229315760671426,0.0342661397022753,0.108880134201462,0.037419701726384,0.0734902110023187,0.0446470966433376,0.098035975081203,0.00881498259174706,0.0188399579478979,0.0827529239012331,TRUE
"EZ",35,2013-11-01,1.5,5,0.00859435660220939,0.00853663870761292,0.125798776267268,0.00935500103733802,0.00969956175877062,0.136484848044536,0.0105946010415023,0.0125491039606688,0.011563500686125,0.0188848423139347,0.0150738538120741,0.0297917963553834,0.00199090613914336,0.000840821873394106,0.0337952185287892,TRUE
"EZ",36,2013-12-01,1.5,4,0.022569173239032,0.0838592757065494,0.281264963251896,0.0238011209442802,0.0873393098992576,0.287851865201096,0.0279549486016576,0.109162711699536,0.0379822810861788,0.0677545420063309,0.045344400527744,0.0904603425007869,0.000493546073704024,0.00213364230080447,0.0267888851666719,TRUE
"EZ",36,2013-12-01,1.5,5,0.0167444065733315,0.0222113543022168,0.186966485956803,0.0176682007915431,0.0234366133240426,0.192265845096003,0.0211343133165666,0.0322117764605338,0.0116194356074988,0.0167407139290418,0.0151417391642665,0.0264021283098442,0.00030777216664795,0.000271556913032751,0.00553575373557061,TRUE
"EZ",37,2014-01-01,1.5,4,0.0312348166141638,0.0823370682977691,0.21137913754643,0.0335314937748407,0.0903916031931274,0.225392404950649,0.0365066193864912,0.105918491218483,0.0400694969766527,0.0709135660162864,0.0475536966113916,0.094191404753083,0.009690269266706,0.0186003119411291,0.0829196138965751,TRUE
"EZ",37,2014-01-01,1.5,5,0.00881189069151259,0.00843182894394206,0.121892958405499,0.00960917134501364,0.00961964516441961,0.132516108075798,0.0108626213330017,0.012396635900188,0.011677151047516,0.0173722531963824,0.0150978624087128,0.0272614665269575,0.00209991486276351,0.000852919909623163,0.0334182071481604,TRUE
"EZ",38,2014-02-01,1.5,4,0.0237635791658516,0.0755270056516478,0.202268657782396,0.0254835080118632,0.0829463359625423,0.215862951608697,0.0277228326716359,0.0976040785261877,0.0329323935428543,0.0642950257732804,0.0394207902754164,0.0860212095768211,0.00739960325023124,0.0168078653627004,0.0779307775000938,TRUE
"EZ",38,2014-02-01,1.5,5,0.0050966215193592,0.00652985727764943,0.116530949027844,0.00555058346441886,0.00743762358913344,0.126753235673273,0.00630355726576007,0.00966894614341233,0.0100411422509776,0.0157164564054931,0.0131183586060753,0.0248265401722622,0.00121525918957138,0.000654939786910343,0.0314005253215755,TRUE
"EZ",39,2014-03-01,1.5,4,0.0236998487294831,0.0742776959039827,0.201980136927655,0.0254248573183586,0.0816353293093587,0.215516542865223,0.027636281379648,0.0960369368188643,0.0318170148099183,0.0630761854912819,0.0378279945769352,0.0839127583864379,0.00753166650901928,0.0167416984735322,0.0790694271137252,TRUE
"EZ",39,2014-03-01,1.5,5,0.00466510292284759,0.00624946247539706,0.115313272887312,0.00508513490512435,0.00713297646187066,0.125477882176764,0.00577510371439615,0.00926175283360354,0.00870068360743492,0.0143377820430979,0.0112691371805142,0.0224575352037621,0.00113346342299935,0.000638296087286068,0.0315627687597332,TRUE
"EZ",40,2014-04-01,1.5,4,0.0264212211233425,0.075742543048454,0.203184226409463,0.0283546688594438,0.0832733407375015,0.216835652821075,0.0308476217162506,0.0979924473404743,0.0339026308505062,0.0646445984704569,0.0400979881643389,0.0857172658541652,0.00841860433385681,0.0171017322661402,0.0797297213357604,TRUE
"EZ",40,2014-04-01,1.5,5,0.00568193304062557,0.00688823952126386,0.11624216171323,0.00619697684549487,0.00786773305538529,0.126523907488579,0.00703271774975364,0.0102037524850176,0.00864021011621807,0.0142619329632507,0.0111117529943643,0.0222151376336614,0.00138456527887681,0.000708067704979445,0.0319043933870169,TRUE
"EZ",41,2014-05-01,1.5,4,0.0148014181069733,0.0683832209117828,0.194836804355215,0.0158633115741495,0.0752831811322506,0.208085629063783,0.0170922009226274,0.0879393781865636,0.0198649594670058,0.0574069243831907,0.0234146984886779,0.0749584905468658,0.00477468157560828,0.0154161467744291,0.0761987910534492,TRUE
"EZ",41,2014-05-01,1.5,5,0.00147517227100914,0.00376739747635706,0.109027967545009,0.00160633223088133,0.00430474563143271,0.118799321270948,0.00182201268590855,0.00557910470090661,0.0045204654074138,0.00971868271513132,0.0058063794230328,0.0148100741797982,0.000363145376434436,0.000380673750874566,0.0298203440718246,TRUE
"EZ",42,2014-06-01,1.5,4,2.22783128997033e-07,0.0617905772368725,0.271170697529262,2.34095130706098e-07,0.0634950542181851,0.276679285859685,2.69626064971522e-07,0.0779548041656068,0.0145496117764987,0.0526900798101765,0.0170316122484733,0.0683738279389346,1.35742072224013e-09,0.00101440132624903,0.00587278090636559,TRUE
"EZ",42,2014-06-01,1.5,5,8.95851700402331e-08,2.22782785945326e-07,0.17227605574485,9.4346588001612e-08,2.3409478058745e-07,0.176218962792978,1.13316959966304e-07,3.26547363741815e-07,0.00288681834634974,0.00842575349535113,0.00368036163033981,0.012787293489414,4.79407844562198e-10,1.35741509770083e-09,0.00310846754578495,TRUE
"EZ",43,2014-07-01,1.5,4,0.00417403533257148,0.0678339633934781,0.268240927393495,0.00438103449499368,0.0696690762875048,0.273118409913763,0.00509010077701823,0.0845603855644263,0.0107164278431532,0.0528302980540976,0.0124984898948078,0.0683830503992946,5.71665312473684e-05,0.00294497223951677,0.0294627759778819,TRUE
"EZ",43,2014-07-01,1.5,5,0.00318299424036981,0.0041739040768473,0.124324765263738,0.00334507183320573,0.00438090127080345,0.127471444147604,0.00394931214622802,0.00598553738803365,0.00182635218087113,0.00794886994261057,0.00231779708517702,0.0119582319014169,4.22323773746306e-05,5.71489486912699e-05,0.00590703740311273,TRUE
"EZ",44,2014-08-01,1.5,4,0.00851508649907952,0.0563765356123828,0.188444842265142,0.00912210150077336,0.0625292561017416,0.20173215182133,0.00975710328718262,0.0718996438619503,0.00973550208088814,0.0452237895607408,0.0114192898589396,0.0585518927597371,0.0030234481081633,0.0127436960986272,0.0737955925478768,TRUE
"EZ",44,2014-08-01,1.5,5,2.628722001029e-13,0.00167390809898969,0.097750607529524,2.88141228126519e-13,0.00193264387757882,0.107171895903985,3.24674802090133e-13,0.00246843844089011,0.00172379286496538,0.00580885459978508,0.00219988752241292,0.00873438027704385,7.02933128848498e-14,0.000181719099803414,0.0265517494358097,TRUE
