"month","objective_ngmmr_24","objective_hrr_24","rmse24_hrr_pp","rmse24_ngmmr_pp","rmse5_hrr_pp","rmse5_ngmmr_pp","rmse10_hrr_pp","rmse10_ngmmr_pp","rmse_fwd_hrr_pp","rmse_fwd_ngmmr_pp","qtail0_5y_target","qtail0_5y_hrr","qtail0_5y_ngmmr","qtail4_5y_target","qtail4_5y_hrr","qtail4_5y_ngmmr","qtail0_10y_target","qtail0_10y_hrr","qtail0_10y_ngmmr","qtail4_10y_target","qtail4_10y_hrr","qtail4_10y_ngmmr","qtail0_5y5y_target","qtail0_5y5y_hrr","qtail0_5y5y_ngmmr","qtail4_5y5y_target","qtail4_5y5y_hrr","qtail4_5y5y_ngmmr","qtail4_5y5y_moment_proxy","qtail4_5y5y_lower_bound","qtail4_5y5y_upper_bound","qtail4_5y5y_bound_violation_hrr","qtail4_5y5y_bound_violation_ngmmr","lr_mean_target_pct","lr_mean_weight","lr_mean_hrr_pct","lr_mean_ngmmr_pct","lr_mean_penalty_ngmmr","lr_prob_state1_ngmmr","lr_prob_state8_ngmmr","lr_extreme_cap","lr_extreme_weight","lr_extreme_penalty_ngmmr","persistence_cap","persistence_weight","q11_ngmmr","q88_ngmmr","persistence_penalty_ngmmr","fwd_proxy_weight","fwd_bounds_weight","tail_bin_weight","fwd_bin_weight","fwd_tail_bin_weight","tail_moment_weight","tail_weight_side","valid_A","label","date"
22,0.00354033473705417,0.0102977250233094,5.88844518061849,5.14396080342293,1.88391529646642,2.57445719330339,4.34085656466673,2.33613824457901,9.03488723649481,8.20339115875369,0.0565951190186039,0.0585159834664724,0.0367041993690939,0.13089721649505,0.118818323742706,0.135545291804139,0.0763548374195265,0.0237502723801989,0.0879992263941163,0.183012029872382,0.105906583367896,0.192001066975459,0.280624839063097,0.15518447052382,0.176777406847585,0.3800291096498,0.204507062965802,0.252482123903848,0.3800291096498,NA,NA,NA,NA,2.5,10,2.19575885577732,2.02050120005043,0.000229919099153074,0.143479876543701,0.201000217213919,0.2,5,2.50108618754856e-06,0.9,5,0.80429545824023,0.901446807784675,5.23313191448875e-06,0,0,2,0.75,2,2,"high",TRUE,"2012-10",2012-10-01
23,0.00401234976393782,0.00948699822457315,5.95698427969027,5.61773559060771,2.03643397287049,2.8726353178589,4.09233610214159,2.93968274605832,9.2500111906245,8.81947227338792,0.0553064239560882,0.0607257995718453,0.0424996809789061,0.119609809639254,0.0992996915368616,0.122170543444207,0.0700905866694377,0.0255052780181411,0.0821580434432127,0.156985165515091,0.0883924743665815,0.168028733974141,0.285320115973127,0.161652588054536,0.173041830309345,0.362327219201428,0.178614893180771,0.228548761661913,0.362327219201428,NA,NA,NA,NA,2.5,10,2.0605487914709,2.0920042912117,0.00016646049838967,0.0988969175275006,0.17913811098466,0.2,5,0,0.9,5,0.7203005095031,0.902673616493155,1.78705628811747e-05,0,0,2,0.75,2,2,"high",TRUE,"2012-11",2012-11-01
24,0.00419302229192181,0.00719379757110256,5.63370423934779,5.75414601988621,2.80585050021107,3.52677190612349,4.01842576144241,2.45970524140084,8.43773238136747,8.99123569383655,0.0523440044344061,0.0709058844428448,0.0267619045109135,0.110178594549519,0.104601457417702,0.114621360374472,0.0685734171652235,0.0304167172955888,0.0679448505581088,0.14880240430324,0.0915740558770495,0.160977674096141,0.281832440757848,0.173920296639083,0.155640107340307,0.359636190633288,0.18621410443745,0.219485809007582,0.359636190633288,NA,NA,NA,NA,2.5,10,2.04985452368373,2.06196351027226,0.000191875966332997,0.101312301642769,0.178362596612053,0.2,5,0,0.9,5,0.767309554104579,0.902332977104263,1.36069554225391e-05,0,0,2,0.75,2,2,"high",TRUE,"2012-12",2012-12-01
25,0.00463395742722538,0.0085285534611745,5.98748530419613,5.71493866671982,3.91227597689702,4.09671770236127,3.73595904596491,5.69092797428749,8.84797420268399,6.98654526584778,0.0458041104604017,0.0843138855903417,0.134986817946243,0.1126816617947,0.0862774262357277,0.0990667538703723,0.0635207948724228,0.0278299243436498,0.17562530730721,0.154743588825564,0.0916958100832455,0.160639007386837,0.274710754028416,0.125811329915356,0.22007174462282,0.365606383601899,0.216589894801315,0.26849935301656,0.365606383601899,NA,NA,NA,NA,2.5,10,2.50069746759582,2.7374005140116,5.635900405297e-05,0.123982615957174,0.202307873008321,0.2,5,1.33156945563412e-05,0.9,5,0.901313751396277,0.790967975647397,4.31485682805224e-06,0,0,2,0.75,2,2,"high",TRUE,"2013-01",2013-01-01
26,0.00464677483341699,0.00906926654837783,6.24128297173193,5.82371123876677,3.94336140673705,4.36484763345402,3.97660677377948,5.43911455416495,9.24647710116025,7.28772775157091,0.0393549561303241,0.0714323790380198,0.117548851767139,0.0994485740567665,0.0778850096942388,0.0927418786405363,0.0527383160844587,0.0232863756673202,0.148364494580572,0.150100419901599,0.0843374265032605,0.151836219017194,0.257846335351243,0.112679031465173,0.189979122171992,0.369613952506607,0.202625773398696,0.261387825793109,0.369613952506607,NA,NA,NA,NA,2.5,10,2.50253808654786,2.88693160971233,0.000149716070594576,0.0977064178514127,0.202030717099423,0.2,5,1.03095298447225e-05,0.9,5,0.901673371916993,0.813296628576045,7.00043393145406e-06,0,0,2,0.75,2,2,"high",TRUE,"2013-02",2013-02-01
27,0.00439209568104909,0.00867213216736273,6.19922094122183,5.66148137837232,3.79275648570972,3.94355834552598,3.96315111052726,5.26659651272131,9.2303549416847,7.27106752413933,0.0486679151051468,0.0759349625092304,0.118371584376321,0.096126801562495,0.0737273138480094,0.0890285616394625,0.0553994727027986,0.0251193725397398,0.149366480197596,0.143333788885412,0.0807253957589122,0.146890580168322,0.260385005264171,0.117475082931152,0.191840076876444,0.366274590309222,0.197889651362673,0.253952328448837,0.366274590309222,NA,NA,NA,NA,2.5,10,2.46758922199314,2.8552553370401,0.000126206354495474,0.0990366688788123,0.20179876930226,0.2,5,8.08892750688057e-06,0.9,5,0.90160154035255,0.823858462865361,6.41232875211585e-06,0,0,2,0.75,2,2,"high",TRUE,"2013-03",2013-03-01
28,0.00436986572886411,0.0100564710217361,6.46507914572627,5.65845852276952,3.59131642254133,3.99883221803547,4.19948957182177,5.17473473613115,9.73953175316244,7.29972053330731,0.0461938952205123,0.0690565401536556,0.115329516511867,0.0929171141321327,0.0664765107588125,0.0871724130052449,0.0538959198517257,0.022805751615239,0.145160310451694,0.141973984817912,0.073591176225413,0.144736495284308,0.257859494509614,0.111029472077328,0.187308452337545,0.366017591666696,0.185105245512475,0.252062393118003,0.366017591666696,NA,NA,NA,NA,2.5,10,2.44472439973555,2.87521627901531,0.000140787256038096,0.0955411352773543,0.201790146480117,0.2,5,8.01156105068841e-06,0.9,5,0.90156980890112,0.826431164946739,6.16074996509084e-06,0,0,2,0.75,2,2,"high",TRUE,"2013-04",2013-04-01
29,0.00403213315337362,0.00751669185494789,6.00475741625566,5.41089948881968,3.07568336783534,2.77213023249607,4.17078797050875,5.15182613219967,9.01754037474258,7.32171300393516,0.059556891328234,0.0866512056182307,0.115044480860761,0.080700533685553,0.0645638105482972,0.0762774099042615,0.0560288159315464,0.0296422985843309,0.146891798494734,0.127501572258764,0.0717320594505449,0.1318702543983,0.256014981399585,0.130034732469768,0.191615006038858,0.363122368838812,0.185588711751147,0.234455635550029,0.363122368838812,NA,NA,NA,NA,2.5,10,2.37088185352599,2.80289463885325,9.17451622460392e-05,0.0998231145138103,0.201311872595044,0.2,5,4.30252426406946e-06,0.9,5,0.901354084125177,0.839814691328322,4.58385954513949e-06,0,0,2,0.75,2,2,"high",TRUE,"2013-05",2013-05-01
30,0.00436504928108544,0.0090599420850293,6.8843518364213,5.64714416242147,3.03835392593255,3.37165235670388,5.24176553520262,5.32787570521443,10.270111981748,7.47772775840574,0.0414912544317328,0.0570632318027424,0.0953915590960261,0.0706495072054573,0.0534406026584706,0.066156640941459,0.04835840418979,0.0187085940274078,0.120774060810813,0.115712627898119,0.0572668018308056,0.120869162202091,0.241092183237197,0.102746054687144,0.162882814618821,0.359522401780091,0.154302109426647,0.226542719206537,0.359522401780091,NA,NA,NA,NA,2.5,10,2.34464536077694,2.94503007002499,0.000198051763226445,0.0787170512477962,0.201405912590839,0.2,5,4.94147553269633e-06,0.9,5,0.901599422711644,0.843750005158494,6.39538252630337e-06,0,0,2,0.75,2,2,"high",TRUE,"2013-06",2013-06-01
31,0.00512729107088637,0.0081998046002672,7.66579595160611,6.25539973335256,4.36559901555734,4.86347490584452,6.3885138719543,6.01739062007655,10.7898896406865,7.58470167097673,0.0403990696261646,0.0452693239762538,0.0757114897145534,0.0530202727800833,0.0466610757955371,0.0453363972367918,0.0432311548775074,0.0143146654182922,0.0987062434090994,0.0884303340783827,0.0458042555935185,0.0972049133138005,0.231195075050684,0.093323328850615,0.140800263291251,0.342076252152612,0.128075173255282,0.201512697515247,0.342076252152612,NA,NA,NA,NA,2.5,10,2.2544397223461,2.99651566249071,0.000246527803098585,0.0649408086554967,0.19526222061857,0.2,5,0,0.9,5,0.900973956019885,0.841926405020803,2.37147582167359e-06,0,0,2,0.75,2,2,"high",TRUE,"2013-07",2013-07-01
