"source","eta1","eta2","eta3","eta4","eta5","eta6","eta7","eta8","eta9","eta1_scale","eta2_scale","eta3_scale","eta4_scale","eta5_scale","eta6_scale","eta7_scale","eta8_scale","eta9_scale"
"mean_date_by_date_eta",1.40982650380897,9.80609943004177,6.7702641815995,-7.61848817445373,11.4936072104593,-7.88570829572055,-3.02607625318507,-3.45254698934155,-0.0735831477469177,6.31004608089506,16.3145888426825,37.2031536838351,6.60249740515096,25.84511211499,34.414280833987,6.724456447698,24.9933334108683,23.8909011206603
