"source","eta1","eta2","eta3","eta4","eta5","eta6","eta7","eta8","eta9","eta1_scale","eta2_scale","eta3_scale","eta4_scale","eta5_scale","eta6_scale","eta7_scale","eta8_scale","eta9_scale"
"mean_date_by_date_eta",2.35115051548754,11.2077889143487,3.26924279606535,-9.37838600817333,0.660065936732454,7.48331842946928,-2.17511292288139,-4.10214156653522,1.04855758703018,3.24254707869457,23.5739762761878,25.5430725246989,9.77956745120558,23.1427002408448,19.4948244409666,6.51204011663358,18.2056763002403,21.621836840975
