"model","rmse24","rmse5","rmse10","rmse5y5y","tail4_5y","tail4_10y","tail4_5y5y"
"baseline_6p_5y5y",5.46300994949375,3.45220447217428,3.82937037297918,7.71257323455513,0.971076622660075,1.45148562943363,4.20938054983374
"spot_6p",5.16102441281332,1.40637703840586,1.58617665350605,8.57034800674865,0.517755511648981,0.870135265405536,9.71219099581369
"spot_7p_common_shape",7.12832859331888,1.90156197094434,2.04185376679925,11.949462794318,0.601414461264565,0.835481326444272,14.1599450962611
