"month","objective_ngmmr_24","objective_hrr_24","rmse24_hrr_pp","rmse24_ngmmr_pp","rmse5_hrr_pp","rmse5_ngmmr_pp","rmse10_hrr_pp","rmse10_ngmmr_pp","rmse_fwd_hrr_pp","rmse_fwd_ngmmr_pp","qtail0_5y_target","qtail0_5y_hrr","qtail0_5y_ngmmr","qtail4_5y_target","qtail4_5y_hrr","qtail4_5y_ngmmr","qtail0_10y_target","qtail0_10y_hrr","qtail0_10y_ngmmr","qtail4_10y_target","qtail4_10y_hrr","qtail4_10y_ngmmr","qtail0_5y5y_target","qtail0_5y5y_hrr","qtail0_5y5y_ngmmr","qtail4_5y5y_target","qtail4_5y5y_hrr","qtail4_5y5y_ngmmr","qtail4_5y5y_moment_proxy","qtail4_5y5y_lower_bound","qtail4_5y5y_upper_bound","qtail4_5y5y_bound_violation_hrr","qtail4_5y5y_bound_violation_ngmmr","fwd_proxy_weight","fwd_bounds_weight","tail_bin_weight","fwd_bin_weight","fwd_tail_bin_weight","tail_moment_weight","tail_weight_side","valid_A","label","date"
21,0.00227803846150605,0.00714877550917154,5.49386184363094,4.18055980106047,2.70536026255093,2.75450832238429,4.01944409280396,3.46845837509623,8.18978930775057,5.72832620866416,0.0551848625068624,0.0678493635815126,0.1260139164509,0.12651765285758,0.123350942560748,0.121214011336075,0.0671031165643943,0.0281368284144846,0.145306942495393,0.167538037713377,0.108599508527335,0.180964506143571,0.275480080136,0.166540015610195,0.230643739010632,0.376428668449226,0.211194769949138,0.268475582043148,0.376428668449226,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-09",2012-09-01
22,0.00190446378487982,0.0102977250233094,5.88844518061849,3.8616385531499,1.88391529646642,2.76077727289984,4.34085656466673,3.15615359851274,9.03488723649481,5.21090781510821,0.0565951190186039,0.0585159834664724,0.130497242069172,0.13089721649505,0.118818323742706,0.126364138021223,0.0763548374195265,0.0237502723801989,0.153045225209343,0.183012029872382,0.105906583367896,0.195002962886507,0.280624839063097,0.15518447052382,0.237003212479773,0.3800291096498,0.204507062965802,0.285718291944755,0.3800291096498,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-10",2012-10-01
23,0.00222163680389477,0.00948699822457315,5.95698427969027,4.13740552457143,2.03643397287049,2.79466351564621,4.09233610214159,3.28974888753729,9.2500111906245,5.72029557938449,0.0553064239560882,0.0607257995718453,0.129302152395818,0.119609809639254,0.0992996915368616,0.114587657496274,0.0700905866694377,0.0255052780181411,0.151606764466024,0.156985165515091,0.0883924743665815,0.169992433466321,0.285320115973127,0.161652588054536,0.239734000293945,0.362327219201428,0.178614893180771,0.255026735127718,0.362327219201428,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-11",2012-11-01
24,0.00227707975019941,0.00719379757110256,5.63370423934779,4.22510546964454,2.80585050021107,2.87799392553958,4.01842576144241,3.23820585775224,8.43773238136747,5.89794222388089,0.0523440044344061,0.0709058844428448,0.129300570254959,0.110178594549519,0.104601457417702,0.105291923512191,0.0685734171652235,0.0304167172955888,0.147160804912198,0.14880240430324,0.0915740558770495,0.161833965222579,0.281832440757848,0.173920296639083,0.235010227365878,0.359636190633288,0.18621410443745,0.248095706256291,0.359636190633288,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-12",2012-12-01
25,0.00203054064389654,0.0085285534611745,5.98748530419613,3.91579545787561,3.91227597689702,2.24591266025105,3.73595904596491,3.27274983715738,8.84797420268399,5.4995769864298,0.0458041104604017,0.0843138855903417,0.0896885113402491,0.1126816617947,0.0862774262357277,0.112450150588229,0.0635207948724228,0.0278299243436498,0.151299791631475,0.154743588825564,0.0916958100832455,0.164539322988551,0.274710754028416,0.125811329915356,0.223605009528624,0.365606383601899,0.216589894801315,0.259271753947606,0.365606383601899,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-01",2013-01-01
26,0.00209576481433945,0.00906926654837783,6.24128297173193,3.99533771212184,3.94336140673705,2.05297540935821,3.97660677377948,3.26740364666471,9.24647710116025,5.74434815101257,0.0393549561303241,0.0714323790380198,0.082156238931129,0.0994485740567665,0.0778850096942388,0.099758106684164,0.0527383160844587,0.0232863756673202,0.139294176365005,0.150100419901599,0.0843374265032605,0.159810708240069,0.257846335351243,0.112679031465173,0.199514511442241,0.369613952506607,0.202625773398696,0.2632951966589,0.369613952506607,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-02",2013-02-01
27,0.00209578556711017,0.00867213216736273,6.19922094122183,3.81734885617742,3.79275648570972,2.03938045186885,3.96315111052726,3.30569348695209,9.2303549416847,5.35067984578922,0.0486679151051468,0.0759349625092304,0.0698822005017285,0.096126801562495,0.0737273138480094,0.0905139500757454,0.0553994727027986,0.0251193725397398,0.141221332824945,0.143333788885412,0.0807253957589122,0.150099144192615,0.260385005264171,0.117475082931152,0.199163456984742,0.366274590309222,0.197889651362673,0.266229869624814,0.366274590309222,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-03",2013-03-01
28,0.00197374997063763,0.0100564710217361,6.46507914572627,3.60356257585545,3.59131642254133,2.27000700948734,4.19948957182177,3.52532641578387,9.73953175316244,4.62343287540466,0.0461938952205123,0.0690565401536556,0.0660758874122582,0.0929171141321327,0.0664765107588125,0.0849143305604633,0.0538959198517257,0.022805751615239,0.144017412497464,0.141973984817912,0.073591176225413,0.149764203356286,0.257859494509614,0.111029472077328,0.215475326801998,0.366017591666696,0.185105245512475,0.27747201775087,0.366017591666696,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-04",2013-04-01
29,0.0026827231661284,0.00751669185494789,6.00475741625566,4.61121889977711,3.07568336783534,2.83320247234381,4.17078797050875,3.41992850247696,9.01754037474258,6.63830339873341,0.059556891328234,0.0866512056182307,0.138627728930749,0.080700533685553,0.0645638105482972,0.0783040872808337,0.0560288159315464,0.0296422985843309,0.139670643967482,0.127501572258764,0.0717320594505449,0.14203018736095,0.256014981399585,0.130034732469768,0.191260797145825,0.363122368838812,0.185588711751147,0.235564836706098,0.363122368838812,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-05",2013-05-01
30,0.00295374430444904,0.0090599420850293,6.8843518364213,4.80108198710077,3.03835392593255,2.87602722189828,5.24176553520262,3.50327871010248,10.270111981748,6.97184842339771,0.0414912544317328,0.0570632318027424,0.125866507864988,0.0706495072054573,0.0534406026584706,0.0657498471957699,0.04835840418979,0.0187085940274078,0.127438591212528,0.115712627898119,0.0572668018308056,0.131888513570742,0.241092183237197,0.102746054687144,0.171001851604117,0.359522401780091,0.154302109426647,0.225898892496099,0.359522401780091,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-06",2013-06-01
31,0.00214562562693682,0.0081998046002672,7.66579595160611,3.91214589390313,4.36559901555734,2.0565449971447,6.3885138719543,3.22583264291539,10.7898896406865,5.59278847447048,0.0403990696261646,0.0452693239762538,0.0449176981859533,0.0530202727800833,0.0466610757955371,0.051073303518267,0.0432311548775074,0.0143146654182922,0.110241031618893,0.0884303340783827,0.0458042555935185,0.0973927856124701,0.231195075050684,0.093323328850615,0.172456037469523,0.342076252152612,0.128075173255282,0.232858072651271,0.342076252152612,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-07",2013-07-01
32,0.00317901299609989,0.00745785148188212,7.28876504329705,4.96924026319155,4.5288038811105,2.41717585176052,5.79492903402555,3.44044561424526,10.2609463728358,7.51003603566976,0.0392642460590114,0.0479091068635598,0.100895624842588,0.0541598608815473,0.0511424389165548,0.0494199353277614,0.037147634633693,0.0151404398642553,0.122885241040121,0.0914081779979831,0.0499490442527405,0.107717938288732,0.226442068691463,0.0968077387614191,0.163413240081181,0.341801838443001,0.136604389201621,0.191127339329353,0.341801838443001,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-08",2013-08-01
33,0.00203564516505472,0.00744297285770287,7.09189735623676,3.92549120996998,4.97401132620846,1.34819422109941,5.46463070540151,2.8345163548988,9.81234156124452,6.03127955699784,0.0358024711121552,0.053247500259241,0.0473728761583858,0.0487682203080495,0.0523578320684629,0.0467928157276493,0.0371293852112264,0.0171881751414043,0.11133662023345,0.0969413108811764,0.0531819207218815,0.106091628927637,0.223805042232517,0.10162316335607,0.162942641688105,0.346996990584542,0.144923822022104,0.232352095094044,0.346996990584542,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-09",2013-09-01
34,0.002324185086649,0.00826035462622996,8.62587817988648,4.31455167328411,7.6462992696343,1.50429477006479,6.64859306673786,3.49963561158423,10.9794189661767,6.42928582777305,0.0313048511123924,0.0765905448051726,0.0456411960568321,0.0429356390860453,0.0537175594039088,0.0355665465101582,0.0315733860997243,0.0185047572505395,0.0797490981810196,0.0791074987121413,0.0517013477075445,0.0900840222180134,0.211925299050076,0.0549327681625512,0.14859529260976,0.335196916275376,0.149244159549814,0.220774477622959,0.335196916275376,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-10",2013-10-01
35,0.00239722438027465,0.00765637962516641,8.16657487380607,4.34378925322601,6.79767548111609,1.64671254122833,6.51083441575142,3.68542777391189,10.5583842879743,6.34913184295031,0.0389108408861098,0.0904353153996666,0.0531048893922256,0.037419701726384,0.0474892831668341,0.0292923067616208,0.0344353788215317,0.0229451519297928,0.0832356839703839,0.0734902110023187,0.0460084162932354,0.084671675421741,0.212768074438846,0.0702263261686445,0.151895272788577,0.334683532241189,0.141183115487006,0.215299441281658,0.334683532241189,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-11",2013-11-01
36,0.00302939384390828,0.00765528745853004,8.20276040941259,5.50185092203616,6.25525766795243,4.22046575301513,6.71832142536393,1.09215238413359,10.8439726915784,8.47383990304207,0.0424265922669559,0.0905831788781235,0.154283040428679,0.0379822810861788,0.0419267537856882,0.022569173239032,0.0354589588212689,0.0231691880223643,0.0345078267778818,0.0677545420063309,0.0400831685087161,0.0838592757065494,0.216260719908569,0.0726242011072121,0.0364542306696879,0.326895469320517,0.127551659690291,0.281264963251896,0.326895469320517,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2013-12",2013-12-01
37,0.00242264194140543,0.00798304533269641,8.30858789452566,4.34957139990189,6.25923117187168,1.76041332468251,7.04474290096783,3.76339873097974,10.8761905554982,6.28443227399849,0.0334254121168406,0.0892942664229504,0.0551213236928032,0.0400694969766527,0.0422776435805579,0.0312348166141638,0.0337167553816582,0.022773012088656,0.0808790462975138,0.0709135660162864,0.0408871437182963,0.0823370682977691,0.211568783910251,0.0685624478855485,0.148506871669836,0.331419799450902,0.129621494900375,0.21137913754643,0.331419799450902,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2014-01",2014-01-01
