"month","objective_ngmmr_24","objective_hrr_24","rmse24_hrr_pp","rmse24_ngmmr_pp","rmse5_hrr_pp","rmse5_ngmmr_pp","rmse10_hrr_pp","rmse10_ngmmr_pp","rmse_fwd_hrr_pp","rmse_fwd_ngmmr_pp","qtail0_5y_target","qtail0_5y_hrr","qtail0_5y_ngmmr","qtail4_5y_target","qtail4_5y_hrr","qtail4_5y_ngmmr","qtail0_10y_target","qtail0_10y_hrr","qtail0_10y_ngmmr","qtail4_10y_target","qtail4_10y_hrr","qtail4_10y_ngmmr","qtail0_5y5y_target","qtail0_5y5y_hrr","qtail0_5y5y_ngmmr","qtail4_5y5y_target","qtail4_5y5y_hrr","qtail4_5y5y_ngmmr","qtail4_5y5y_moment_proxy","qtail4_5y5y_lower_bound","qtail4_5y5y_upper_bound","qtail4_5y5y_bound_violation_hrr","qtail4_5y5y_bound_violation_ngmmr","fwd_proxy_weight","fwd_bounds_weight","tail_bin_weight","fwd_bin_weight","fwd_tail_bin_weight","tail_moment_weight","tail_weight_side","valid_A","label","date"
11,0.00295677066143116,0.00942887414742091,7.1219671979738,4.58971071166627,3.04557795813156,1.77918038257468,5.57872604557234,3.68466783810896,10.5721105232797,6.81572251044739,0.0534372837029057,0.04206562579467,0.101586572107261,0.0968026891287207,0.0697622142294763,0.0900070356797387,0.0567413064038418,0.0148387219691888,0.135186152277655,0.113912984319272,0.059528841202626,0.129296458358022,0.266174839488986,0.131732622127396,0.217843947350214,0.345635033252189,0.132873407350026,0.21069400227588,0.345635033252189,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2011-11",2011-11-01
12,0.00264481700576776,0.0128266698658915,6.68669894418526,4.29105980918242,2.79293034911483,2.26465642002166,4.65455224312121,3.7436531710117,10.2308607551639,6.00799260089182,0.0710725955839657,0.0451625437287228,0.116392701986153,0.141988215703617,0.0985234682334073,0.135752697415003,0.0667183105149306,0.016676353734927,0.153933624740358,0.161584700834917,0.086128240584525,0.176837138780366,0.280713743901642,0.135752898047426,0.242337112085207,0.371823753572135,0.175187000756862,0.251459874558076,0.371823753572135,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2011-12",2011-12-01
13,0.00270920552154416,0.0122453378674581,6.53687994201253,4.35689313735036,2.33856625867501,2.32973506676117,4.69398048711362,3.77612353105318,10.0344433412741,6.10416079635865,0.0668280969236945,0.048193581872935,0.120605295106763,0.13962704123588,0.0951096696144113,0.13299301407006,0.0655611112550222,0.0181547737875736,0.151202594191655,0.154789188013373,0.0827248538163552,0.170146510498995,0.278856599856879,0.141471822140666,0.240814933755358,0.368403104042827,0.170729949387677,0.245240684827607,0.368403104042827,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-01",2012-01-01
14,0.00232378843749173,0.0182947295133828,6.68919364077633,4.11401095370068,2.38485942291201,2.54562798868507,4.58429510536719,3.68626571485066,10.3697935664729,5.54134294230625,0.065460457312122,0.0405485385320149,0.119368778301028,0.162688636434131,0.104069952925404,0.15690681505998,0.0549993675804952,0.0166810636025116,0.137437903114306,0.193429814843441,0.0982048780311583,0.207482225149456,0.263317100339563,0.131929035054726,0.220329323196298,0.393577632621393,0.185693763150377,0.291810290032703,0.393577632621393,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-02",2012-02-01
15,0.00275475733518932,0.0129341699257524,6.51502364630559,4.41145587103999,2.54617497436765,2.26237699800408,4.53593708651838,3.8597973604625,10.013933646815,6.19406517252348,0.0694861252710472,0.0502513362445235,0.117971972006137,0.139603408594105,0.0931805935343669,0.132925498491416,0.0599230311805945,0.0191400309035339,0.147317240352179,0.155704525983647,0.0807063453916154,0.171314322974422,0.27619362579348,0.145156780740142,0.23594509033773,0.370559818289081,0.168154822522736,0.245274837203594,0.370559818289081,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-03",2012-03-01
16,0.0023645703244418,0.0138433927569655,6.69552425582648,4.1752690791079,2.45971907250648,2.25286386490901,4.86798455342249,3.52596913519942,10.2343853578547,5.89836941134345,0.0498814353184025,0.047102623683427,0.111563959662989,0.128291595487348,0.0903947423765538,0.122185950393399,0.0605749737092235,0.0177994793612031,0.143389962405425,0.162377327558104,0.078880270570029,0.176579386219933,0.273554010314601,0.140405716089603,0.227523415684858,0.371507073055458,0.164366558565153,0.257317407064112,0.371507073055458,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-04",2012-04-01
17,0.00247044846799047,0.0121243596562148,6.31669561823406,4.27970099393421,1.66108572428737,2.60912139938094,4.62133659215246,3.67793764729158,9.77680791050196,5.88326286837262,0.0570142017855568,0.0515495031667132,0.121411280978886,0.131679354555869,0.0987484495572942,0.125794929954144,0.0625694421858776,0.020012755364116,0.14223982306896,0.164614552301414,0.0863528154715046,0.178923947440576,0.272141717922016,0.147030922464528,0.227625468288408,0.376637063942347,0.176366204865617,0.263964497617432,0.376637063942347,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-05",2012-05-01
18,0.00117906163288582,0.00471832713577919,4.91675718874441,3.32721480208771,2.27332527252106,3.15645148724696,3.95115145825594,2.21862019746667,7.19332316238111,4.28084260931701,0.106823255559567,0.107952213917289,0.133737471438635,0.0867524143124605,0.110124622932705,0.0762834074772165,0.100271451686638,0.0494605508342238,0.13935609134517,0.124292646307582,0.0892238476415062,0.131146065267221,0.300210085296355,0.21342443357044,0.2402429623853,0.351958837442837,0.196573689937522,0.326517019801841,0.351958837442837,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-06",2012-06-01
19,0.00156812999350618,0.00568404342725167,4.86949528794723,3.89137441643888,2.24540705003942,3.5820763420316,3.7269055173739,3.22418506807108,7.22525262687901,4.71187269282927,0.0949143303799853,0.0967733498716069,0.155227094664021,0.0947845521888745,0.123109651416506,0.0868967201280824,0.0949000314916785,0.042655248803145,0.126327997290633,0.14734040371092,0.102757291924827,0.157106475732409,0.288688458400569,0.198947321996279,0.206420049254871,0.366965099433902,0.213663840728484,0.323074631980766,0.366965099433902,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-07",2012-07-01
20,0.00294459782675285,0.00581445123888839,5.29865733469096,4.77894193282016,1.6684081786673,3.2770008004714,4.21682473601749,3.91590691387179,7.97885404970476,6.51473689318315,0.0707845555994077,0.0809070191938255,0.138872268867294,0.117188894265503,0.109730246448101,0.11137248615006,0.0700045235407704,0.034579728878352,0.145500368209517,0.140480112345504,0.0925245610187644,0.155405982033836,0.282609680258714,0.184809839979206,0.236443184145849,0.362978555949127,0.193257705440829,0.240690494870766,0.362978555949127,NA,NA,NA,NA,0,0,2,0.75,2,2,"high",TRUE,"2012-08",2012-08-01
