"model","sd_p_5y_gt4","sd_p_10y_gt4","sd_p_5y5y_gt4","sd_ratio_5y_gt4","sd_ratio_10y_gt4","sd_ratio_5y5y_gt4","mean_ratio_5y_gt4","mean_ratio_10y_gt4","mean_ratio_5y5y_gt4"
"baseline_6p",0.0474726494425804,0.0298746896836755,0.0656656051149824,0.277321419262027,0.191432299301147,0.234275664449904,0.349062041484478,0.266908984839071,0.441151747095843
"common_shape_tail_shift_7p",0.0501503238551378,0.0348337066868541,0.088241584183199,0.306458791092946,0.446095718070957,0.339040388667882,0.567818235471004,0.524093214540869,0.702178487543954
