"model","rmse24","rmse5","rmse10","rmse5y5y","tail4_5y","tail4_10y","tail4_5y5y"
"baseline_6p",5.46300994949375,3.45220447217428,3.82937037297918,7.71257323455513,0.971076622660075,1.45148562943363,4.20938054983374
"common_shape_tail_shift_7p",6.14728705105975,4.99376003138307,3.69147411044907,8.4511244227086,1.0676799345797,1.27926185580557,4.02659995301047
